cod_municipio,parede_total,familias_cadastradas,parede_porcentagem
420700,12221,12469.0,0.9801106744726923
521375,5911,6031.0,0.9801028021886917
313375,6891,7031.0,0.9800881809130991
412710,20126,20535.0,0.9800827854881909
411373,5209,5315.0,0.9800564440263405
351820,12032,12277.0,0.9800439846868128
353850,6074,6198.0,0.9799935463052598
250625,8179,8346.0,0.9799904145698538
310990,5532,5645.0,0.9799822852081488
411840,46498,47448.0,0.9799780812679143
353790,10962,11186.0,0.9799749687108886
420610,2202,2247.0,0.9799732977303071
312710,27591,28155.0,0.9799680340969632
291240,14820,15123.0,0.9799642927990478
353140,11832,12074.0,0.9799569322511181
230190,52411,53483.0,0.9799562477796683
320390,30309,30930.0,0.9799224054316198
330630,131315,134006.0,0.97991880960554
312390,6876,7017.0,0.9799059427105601
521483,8673,8851.0,0.9798892780476782
314700,43597,44492.0,0.9798840240942192
310930,19827,20235.0,0.9798369162342476
240070,9496,9692.0,0.9797771357820884
261340,22474,22938.0,0.9797715581131746
240810,400135,408411.0,0.979736099174606
330225,18112,18487.0,0.979715475739709
411360,2797,2855.0,0.9796847635726795
412410,23817,24312.0,0.9796396841066141
311840,14412,14712.0,0.9796084828711256
260790,567413,579239.0,0.9795835570464005
315060,2589,2643.0,0.9795686719636776
241210,5892,6015.0,0.9795511221945137
251030,3636,3712.0,0.9795258620689655
315020,2821,2880.0,0.9795138888888889
320260,5307,5418.0,0.9795127353266888
431515,2004,2046.0,0.9794721407624634
316930,35729,36478.0,0.9794670760458358
432335,572,584.0,0.9794520547945206
521760,72394,73914.0,0.9794355602456909
290620,21475,21926.0,0.9794308127337408
350760,72268,73786.0,0.9794269915702166
320313,9425,9623.0,0.9794242959576016
316730,1998,2040.0,0.9794117647058823
311500,1854,1893.0,0.9793977812995246
431230,2661,2717.0,0.979389032020611
240950,3895,3977.0,0.979381443298969
314200,10851,11080.0,0.979332129963899
280540,30216,30854.0,0.97932196797822
410050,8003,8172.0,0.9793196279980421
317040,42799,43703.0,0.9793149211724596
260720,115104,117542.0,0.9792584778206939
231085,26691,27257.0,0.9792346920057233
430680,4379,4472.0,0.9792039355992844
521860,6073,6202.0,0.9792002579812964
411560,7014,7163.0,0.979198659779422
352960,2728,2786.0,0.9791816223977028
315390,4654,4753.0,0.9791710498632442
330480,23595,24097.0,0.9791675312279536
316900,9722,9929.0,0.9791519790512639
330160,6479,6617.0,0.9791446274746864
312130,4356,4449.0,0.9790964261631827
260960,349652,357121.0,0.9790855200338261
280030,368511,376387.0,0.9790747289359091
412430,1918,1959.0,0.9790709545686574
240375,3414,3487.0,0.979065098938916
354420,5420,5536.0,0.9790462427745664
431400,1120,1144.0,0.9790209790209791
311830,33359,34074.0,0.9790162587309973
280250,3636,3714.0,0.9789983844911146
330610,42185,43090.0,0.9789974472035275
316935,16266,16615.0,0.9789948841408366
412130,2795,2855.0,0.978984238178634
520870,573311,585625.0,0.9789728922091783
500190,18708,19110.0,0.9789638932496075
351760,12565,12835.0,0.9789637709388391
421590,697,712.0,0.9789325842696629
310900,15880,16222.0,0.9789175194180743
316770,5664,5786.0,0.9789146215001728
172085,1532,1565.0,0.9789137380191694
412770,44565,45525.0,0.9789126853377266
330285,132883,135746.0,0.9789091391274881
421140,1346,1375.0,0.978909090909091
411350,10858,11092.0,0.9789037143887487
230590,34321,35061.0,0.9788939277259633
431455,1946,1988.0,0.9788732394366197
220190,29984,30632.0,0.9788456516061634
410620,10486,10713.0,0.9788107906282087
317050,4433,4529.0,0.978803267829543
510885,2212,2260.0,0.9787610619469026
170950,41509,42411.0,0.9787319327532952
353560,8827,9019.0,0.9787116088258122
312965,5880,6008.0,0.9786950732356857
350700,20210,20650.0,0.9786924939467312
355170,47395,48427.0,0.9786895739979763
293220,22407,22895.0,0.9786853024677877
352010,8952,9147.0,0.9786815349294851
260950,28530,29152.0,0.9786635565312843
353160,2338,2389.0,0.9786521557136877
316280,11040,11281.0,0.978636645687439
311450,8883,9077.0,0.978627299768646
314080,6959,7111.0,0.9786246660104064
312595,7722,7891.0,0.9785831960461285
522170,10052,10272.0,0.9785825545171339
510805,5526,5647.0,0.978572693465557
320350,19947,20384.0,0.9785616169544741
353390,24735,25277.0,0.9785575819915338
420140,17570,17955.0,0.9785575048732943
292905,16145,16499.0,0.9785441541911631
412863,4603,4704.0,0.9785289115646258
240930,12921,13205.0,0.9784929950776221
352140,5184,5298.0,0.9784824462061155
315140,12183,12451.0,0.9784756244478355
420213,2995,3061.0,0.9784384188173799
411230,3040,3107.0,0.9784357901512714
313130,120727,123389.0,0.9784259536911718
351960,21356,21827.0,0.9784212214230082
411670,5577,5700.0,0.978421052631579
240610,16272,16631.0,0.9784138055438639
293315,17223,17603.0,0.9784127705504744
510629,6477,6620.0,0.9783987915407855
110003,2672,2731.0,0.9783961918711095
261180,35076,35851.0,0.9783827508298234
410500,6653,6800.0,0.9783823529411765
521730,15195,15531.0,0.9783658489472667
310140,1311,1340.0,0.9783582089552239
352640,12831,13115.0,0.9783454060236371
311400,6004,6137.0,0.978328173374613
354640,14995,15328.0,0.9782750521920668
410442,9045,9246.0,0.9782608695652174
310720,4315,4411.0,0.9782362276127862
354940,9977,10199.0,0.9782331601137366
431380,3368,3443.0,0.9782166715074063
354920,1796,1836.0,0.9782135076252724
230010,10724,10963.0,0.9781993979750069
420380,17361,17748.0,0.9781947261663286
351520,4389,4487.0,0.9781591263650546
521170,4026,4116.0,0.978134110787172
313000,1744,1783.0,0.9781267526640494
320160,24268,24811.0,0.9781145459675145
240230,20826,21292.0,0.9781138455758032
352670,41324,42251.0,0.9780596908948901
431780,7756,7930.0,0.9780580075662043
421750,3654,3736.0,0.978051391862955
316740,3207,3279.0,0.9780420860018298
500400,5909,6042.0,0.9779874213836478
230670,21233,21711.0,0.9779835106627977
330390,152859,156304.0,0.9779596171563107
412500,7447,7615.0,0.9779382797110965
312420,14752,15085.0,0.9779250911501491
292170,31709,32425.0,0.9779182729375482
354910,23248,23773.0,0.9779161233331931
354560,7961,8141.0,0.977889694140769
500380,13212,13511.0,0.9778698837983865
352250,96621,98809.0,0.9778562681537107
315170,5208,5326.0,0.9778445362373264
170370,4675,4781.0,0.9778289060865928
330180,9170,9378.0,0.9778204307954788
260490,20850,21323.0,0.9778173802935797
314720,8681,8878.0,0.9778103176391079
312240,2906,2972.0,0.977792732166891
220027,4861,4972.0,0.9776749798873693
520850,3415,3493.0,0.9776696249642142
500510,2624,2684.0,0.977645305514158
312740,1573,1609.0,0.9776258545680547
312385,4499,4602.0,0.9776184267709691
230320,27202,27826.0,0.977574929921656
320520,182818,187013.0,0.9775684043355275
312640,1959,2004.0,0.9775449101796407
500730,3830,3918.0,0.9775395610005104
430130,13044,13344.0,0.9775179856115108
430800,3173,3246.0,0.9775107825015403
355080,3694,3779.0,0.9775072770574226
280740,63243,64699.0,0.97749578818838
316120,4430,4532.0,0.9774933804060018
420870,3083,3154.0,0.9774889029803424
230990,6077,6217.0,0.9774811002091041
522010,17249,17647.0,0.9774465914886383
291995,8377,8571.0,0.9773655349434138
292240,18005,18422.0,0.9773640212789056
311100,9066,9276.0,0.9773609314359638
231000,9885,10114.0,0.9773581174609453
411680,5134,5253.0,0.9773462783171522
411130,2668,2730.0,0.9772893772893773
353900,2754,2818.0,0.9772888573456352
430175,3140,3213.0,0.9772798008092126
310690,9491,9712.0,0.9772446457990115
310020,11764,12038.0,0.9772387439774048
353980,66920,68479.0,0.9772338965230216
240320,6640,6795.0,0.9771891096394407
313115,10406,10649.0,0.9771809559583059
510680,2569,2629.0,0.9771776340813998
520380,5008,5125.0,0.977170731707317
330530,6669,6825.0,0.9771428571428571
251465,1795,1837.0,0.9771366358192706
432149,1795,1837.0,0.9771366358192706
351060,197881,202514.0,0.9771225693038506
170360,2050,2098.0,0.9771210676835081
316225,5847,5984.0,0.977105614973262
261310,37250,38123.0,0.9771004380557669
420280,5714,5848.0,0.9770861833105335
293075,12874,13176.0,0.9770795385549484
520510,37598,38481.0,0.9770536108728983
352600,7435,7610.0,0.9770039421813403
315910,2292,2346.0,0.9769820971867008
420125,1358,1390.0,0.9769784172661871
350800,13324,13638.0,0.9769760962017892
240680,5686,5820.0,0.9769759450171821
411630,3096,3169.0,0.9769643420637425
411910,3984,4078.0,0.9769494850416871
261370,93450,95659.0,0.9769075570516104
352030,24188,24760.0,0.9768982229402262
314740,11966,12249.0,0.9768960731488284
420790,4185,4284.0,0.976890756302521
412240,29501,30199.0,0.97688665187589
351630,114778,117496.0,0.9768672976101314
520735,3378,3458.0,0.9768652400231348
250415,7136,7305.0,0.9768651608487338
312570,9961,10197.0,0.9768559380209866
310670,252755,258747.0,0.9768422435815681
412590,1601,1639.0,0.9768151311775473
520420,1390,1423.0,0.9768095572733662
314800,43876,44918.0,0.9768021728483014
420260,4663,4774.0,0.9767490573942187
500600,13683,14009.0,0.9767292454850454
311390,6288,6438.0,0.9767008387698043
291210,27992,28660.0,0.9766922540125611
411290,3059,3132.0,0.9766922094508301
520005,13773,14102.0,0.9766699758899446
412690,4144,4243.0,0.9766674522743342
330620,18668,19114.0,0.9766663178821806
410550,28391,29070.0,0.9766425868593052
521015,2885,2954.0,0.9766418415707515
500100,14499,14846.0,0.9766267007948269
311440,11280,11550.0,0.9766233766233766
150080,339945,348083.0,0.9766205186693978
521530,8309,8508.0,0.9766102491772449
241025,5625,5760.0,0.9765625
410920,3373,3454.0,0.9765489287782282
220830,27555,28217.0,0.9765389658716377
520080,6864,7029.0,0.9765258215962441
350030,14466,14814.0,0.9765087079789389
352460,10168,10413.0,0.9764717180447517
351700,5141,5265.0,0.9764482431149097
293340,7749,7936.0,0.9764364919354839
310880,3149,3225.0,0.9764341085271317
420325,1243,1273.0,0.97643362136685
500230,7829,8018.0,0.9764280369169369
310925,3976,4072.0,0.9764243614931237
510622,20729,21230.0,0.9764013188883656
431842,1737,1779.0,0.9763912310286678
316920,7319,7496.0,0.9763874066168623
352150,3219,3297.0,0.9763421292083713
230090,16661,17065.0,0.9763258130676824
352930,22020,22554.0,0.9763234902899708
431517,247,253.0,0.9762845849802372
241220,36264,37145.0,0.9762821375689864
313190,16984,17397.0,0.9762602747600161
230365,10979,11246.0,0.9762582251467188
353430,8821,9037.0,0.976098262697798
410340,1633,1673.0,0.9760908547519426
354790,3427,3511.0,0.9760751922529194
241070,2486,2547.0,0.9760502552021987
230350,69555,71262.0,0.9760461395975415
411110,2322,2379.0,0.9760403530895334
350420,4397,4505.0,0.9760266370699223
352280,9155,9380.0,0.9760127931769723
420890,29254,29973.0,0.9760117439028458
411727,5039,5163.0,0.9759829556459423
421410,690,707.0,0.9759547383309759
330340,82454,84489.0,0.975914024310857
311240,4254,4359.0,0.9759119064005506
130270,35854,36739.0,0.975911157081031
250810,5226,5355.0,0.9759103641456582
431036,1053,1079.0,0.9759036144578314
270820,5662,5802.0,0.9758703895208549
311300,16089,16487.0,0.9758597683022988
315935,4108,4210.0,0.975771971496437
110032,13489,13824.0,0.9757667824074074
313590,4224,4329.0,0.9757449757449758
291750,81294,83316.0,0.975730952038024
352550,3819,3914.0,0.9757281553398058
410470,8762,8980.0,0.9757238307349666
310630,17121,17547.0,0.9757223457001197
292740,1526281,1564272.0,0.9757133030572688
354680,24545,25156.0,0.9757115598664334
354860,5823,5968.0,0.9757037533512064
270180,8231,8436.0,0.9756993835941205
421450,1605,1645.0,0.9756838905775076
261485,20779,21298.0,0.9756315146962156
292700,38362,39321.0,0.9756109966684469
353880,11474,11761.0,0.9755973131536434
430235,1638,1679.0,0.9755807027992853
352940,105581,108225.0,0.9755694155694156
521487,1757,1801.0,0.9755691282620766
430100,3913,4011.0,0.9755671902268761
510420,9738,9982.0,0.9755560008014426
330190,197103,202054.0,0.9754966494105536
351550,28838,29563.0,0.9754761018841119
520330,18847,19321.0,0.9754671083277263
353460,12393,12705.0,0.9754427390791027
521305,2422,2483.0,0.9754329440193314
411585,2142,2196.0,0.9754098360655737
231090,15209,15593.0,0.9753735650612454
520590,5068,5196.0,0.9753656658968437
170460,1425,1461.0,0.9753593429158111
421175,3955,4055.0,0.9753390875462392
412650,6049,6202.0,0.9753305385359562
411250,8295,8505.0,0.9753086419753086
411745,2764,2834.0,0.9752999294283698
520280,3116,3195.0,0.9752738654147105
351600,5003,5130.0,0.9752436647173489
260440,15664,16062.0,0.9752210185531067
291710,20315,20832.0,0.9751824116743472
230423,16130,16541.0,0.9751526509884529
431610,5251,5385.0,0.9751160631383473
291820,14348,14715.0,0.9750594631328576
315210,31701,32512.0,0.9750553641732284
230195,20715,21245.0,0.9750529536361496
316870,32971,33817.0,0.9749829967176272
412350,11484,11779.0,0.9749554291535784
431660,3192,3274.0,0.9749541844838119
521160,3036,3114.0,0.9749518304431599
420400,4435,4549.0,0.9749395471532205
412300,6533,6701.0,0.9749291150574542
411500,4975,5103.0,0.9749167156574564
354260,34433,35319.0,0.9749143520484725
310290,5866,6017.0,0.9749044374272894
412853,5942,6095.0,0.9748974569319114
521310,40882,41936.0,0.9748664631819917
270550,23270,23870.0,0.9748638458315878
352170,11123,11410.0,0.9748466257668712
330420,53559,54941.0,0.9748457436158788
315860,2053,2106.0,0.9748338081671415
500490,4259,4369.0,0.9748226138704509
412033,3329,3415.0,0.9748169838945827
160080,11881,12188.0,0.9748112897932393
231040,11184,11473.0,0.974810424474854
240420,18378,18853.0,0.9748050708110115
521990,5412,5552.0,0.9747838616714697
311120,26662,27352.0,0.9747733255337818
311730,16942,17381.0,0.9747425349519591
311330,22992,23588.0,0.9747329150415466
411375,3973,4076.0,0.9747301275760549
270840,28792,29540.0,0.9746784021665538
311070,9290,9532.0,0.9746118338229123
231140,63712,65374.0,0.9745770489797168
430550,1380,1416.0,0.9745762711864406
315470,2415,2478.0,0.9745762711864406
355390,2988,3066.0,0.974559686888454
330560,16350,16777.0,0.9745484890028014
410980,27865,28593.0,0.9745392228867206
230450,13587,13942.0,0.9745373691005594
220210,6774,6951.0,0.9745360379801468
350610,27734,28459.0,0.9745247549105731
430480,2217,2275.0,0.9745054945054945
270230,36091,37036.0,0.9744842855599957
351580,802,823.0,0.9744835965978129
411890,5422,5564.0,0.9744787922358016
421555,801,822.0,0.9744525547445255
521040,31541,32368.0,0.974450074147306
353710,16491,16924.0,0.9744150319073505
261020,25116,25776.0,0.9743947858472998
410322,2283,2343.0,0.9743918053777209
520620,36194,37147.0,0.974345169192667
320320,82356,84527.0,0.9743158990618382
312950,12462,12791.0,0.9742787897740599
352300,3598,3693.0,0.9742756566477119
110045,16354,16786.0,0.9742642678422495
353640,5297,5437.0,0.9742505057936361
350490,7639,7841.0,0.974237979849509
317180,6693,6870.0,0.974235807860262
280060,27905,28643.0,0.9742345424711099
410700,8841,9075.0,0.9742148760330579
411300,3588,3683.0,0.9742058104805865
351340,31994,32842.0,0.974179404421168
230070,15846,16266.0,0.9741792696421985
293090,10864,11152.0,0.9741750358680057
354410,27229,27951.0,0.9741690816070981
421740,3203,3288.0,0.9741484184914841
521680,5311,5452.0,0.9741379310344828
421120,4139,4249.0,0.9741115556601553
240430,12528,12861.0,0.9741077676696991
351780,4062,4170.0,0.9741007194244604
250660,5485,5631.0,0.9740721008701829
314770,3680,3778.0,0.9740603493912123
330412,7096,7285.0,0.9740562800274537
310410,3865,3968.0,0.9740423387096774
110015,22207,22800.0,0.9739912280701755
320490,99529,102189.0,0.973969801054908
521830,22441,23041.0,0.9739594635649494
351360,15379,15791.0,0.973909188778418
312770,167881,172380.0,0.9739006845341687
351470,4627,4751.0,0.9739002315302042
315660,7275,7470.0,0.9738955823293173
250700,16444,16885.0,0.9738821439147172
510720,3316,3405.0,0.9738619676945668
521010,14849,15248.0,0.9738326337880377
412680,7549,7752.0,0.973813209494324
411005,1673,1718.0,0.9738067520372526
412480,4941,5074.0,0.9737879385100512
522140,92470,94961.0,0.9737681785153905
353030,17924,18407.0,0.9737599826153094
292810,49917,51263.0,0.9737432456157462
310730,37970,38994.0,0.9737395496743089
293240,16347,16788.0,0.9737312365975697
315800,4850,4981.0,0.9737000602288697
292285,9364,9617.0,0.9736924196734948
270642,9030,9274.0,0.9736898857019625
430580,2886,2964.0,0.9736842105263158
260890,49697,51042.0,0.9736491516790095
412070,4766,4895.0,0.9736465781409601
510621,5756,5912.0,0.9736129905277402
520393,2545,2614.0,0.9736036725325172
352490,3170,3256.0,0.9735872235872236
412800,15407,15825.0,0.9735860979462875
355530,1105,1135.0,0.973568281938326
351240,8724,8961.0,0.9735520589219954
351070,5593,5745.0,0.9735422106179287
432023,1911,1963.0,0.9735099337748344
412840,7198,7394.0,0.9734920205572085
310500,5685,5840.0,0.973458904109589
350890,1907,1959.0,0.9734558448187851
312247,3740,3842.0,0.9734513274336283
520145,2162,2221.0,0.9734353894642053
313830,1429,1468.0,0.973433242506812
260140,50618,52000.0,0.973423076923077
330040,73543,75552.0,0.9734090427784837
290930,25660,26361.0,0.9734076855961458
250790,9252,9505.0,0.9733824302998422
291370,29690,30502.0,0.9733787948331257
260860,12060,12390.0,0.9733656174334141
314930,23777,24428.0,0.9733502538071066
420190,767,788.0,0.9733502538071066
230780,23592,24238.0,0.9733476359435597
431175,4710,4839.0,0.9733415995040298
351290,5690,5846.0,0.9733150872391378
315410,8528,8762.0,0.973293768545994
500797,3019,3102.0,0.9732430689877498
313480,4177,4292.0,0.973205964585275
314480,32792,33695.0,0.9732007716278379
231025,30718,31564.0,0.9731973133950069
251090,10050,10328.0,0.9730828814872192
521640,7185,7384.0,0.9730498374864572
430957,722,742.0,0.9730458221024259
316490,1227,1261.0,0.9730372720063442
354550,2127,2186.0,0.9730100640439159
351480,9373,9633.0,0.9730094466936572
315540,6086,6255.0,0.9729816147082334
430085,3349,3442.0,0.972980825101685
230030,46213,47497.0,0.9729667136871802
172100,183690,188795.0,0.9729600889854074
280420,16119,16567.0,0.9729582905776544
330510,210843,216705.0,0.9729494012597771
520993,4505,4631.0,0.9727920535521486
510337,5470,5623.0,0.9727903254490485
230380,22018,22634.0,0.972784306795087
430675,821,844.0,0.9727488151658767
410230,7236,7439.0,0.9727113859389703
430745,1781,1831.0,0.9726925177498634
250180,90583,93127.0,0.9726824658799275
430660,19616,20167.0,0.9726781375514454
316050,1495,1537.0,0.9726740403383214
312737,2990,3074.0,0.9726740403383214
320280,32515,33429.0,0.9726584701905531
411610,10632,10931.0,0.9726466014088373
260680,116822,120112.0,0.9726088983615292
314940,1526,1569.0,0.9725940089228808
240450,15578,16017.0,0.9725916214022601
293010,69292,71246.0,0.9725738988855515
320334,7194,7397.0,0.97255644180073
431755,1098,1129.0,0.9725420726306466
353320,2443,2512.0,0.972531847133758
510835,2230,2293.0,0.9725250763192325
420320,24174,24857.0,0.9725228305909804
431280,954,981.0,0.9724770642201835
353050,19941,20506.0,0.9724470886569785
280520,6845,7039.0,0.9724392669413269
430511,1163,1196.0,0.9724080267558528
320430,11546,11874.0,0.9723766211891528
353680,2745,2823.0,0.9723698193411264
410765,67722,69647.0,0.9723606185478197
521385,2532,2604.0,0.9723502304147466
351410,10155,10444.0,0.9723286097280736
420450,3263,3356.0,0.9722884386174017
353440,299370,307920.0,0.9722330475448169
230280,72541,74613.0,0.9722300403414954
500690,10082,10370.0,0.9722275795564127
355140,8743,8993.0,0.9722006004670299
292100,47538,48898.0,0.9721870015133544
240440,9933,10218.0,0.9721080446271286
355110,3692,3798.0,0.9720905739863086
432225,592,609.0,0.9720853858784894
312820,6264,6444.0,0.9720670391061452
355635,3688,3794.0,0.9720611491829204
270630,69748,71753.0,0.9720569174808023
430925,313,322.0,0.9720496894409938
320150,53167,54696.0,0.9720454877870411
432166,2398,2467.0,0.9720308066477503
316760,14588,15008.0,0.9720149253731343
412555,1041,1071.0,0.9719887955182073
351640,79134,81415.0,0.9719830498065467
310110,17536,18042.0,0.9719543287883826
351270,1974,2031.0,0.9719350073855244
412370,4111,4230.0,0.9718676122931442
352480,17236,17735.0,0.9718635466591485
291020,4559,4691.0,0.971861010445534
410970,15679,16133.0,0.9718589227050146
421530,1242,1278.0,0.971830985915493
431140,21135,21748.0,0.9718135000919624
314100,10684,10994.0,0.9718028015281063
353282,6269,6451.0,0.9717873197953806
292525,24066,24766.0,0.971735443753533
355410,95110,97881.0,0.9716901135051746
260150,13896,14301.0,0.9716803020767778
354960,3087,3177.0,0.9716713881019831
421917,2366,2435.0,0.9716632443531827
350060,1200,1235.0,0.97165991902834
313710,5241,5394.0,0.9716351501668521
412330,5753,5921.0,0.9716264144570174
352690,102199,105188.0,0.9715842111267445
291200,9571,9851.0,0.9715764896964775
431150,3691,3799.0,0.9715714661753093
250310,4303,4429.0,0.9715511402122375
420090,1639,1687.0,0.971547125074096
261410,36774,37851.0,0.971546326385036
510080,5664,5830.0,0.9715265866209263
410590,6106,6285.0,0.9715194908512331
522205,5824,5995.0,0.9714762301918265
311130,6811,7011.0,0.9714733989445158
315530,2928,3014.0,0.9714664897146649
510525,30553,31451.0,0.971447648723411
313960,21195,21818.0,0.9714455953799614
354075,10951,11273.0,0.9714361749312517
411342,3774,3885.0,0.9714285714285714
351000,11592,11933.0,0.9714237827872287
521975,51628,53147.0,0.9714188947635802
420170,1223,1259.0,0.971405877680699
293105,13483,13880.0,0.9713976945244956
311990,1900,1956.0,0.9713701431492843
292405,16326,16808.0,0.9713231794383627
355430,14022,14436.0,0.9713216957605985
310360,2268,2335.0,0.9713062098501071
520995,9273,9547.0,0.9712998847805593
261110,286440,294905.0,0.9712958410335532
314410,10892,11214.0,0.9712858926342073
510670,1522,1567.0,0.971282705807275
330010,109033,112258.0,0.9712715352135259
311340,39480,40649.0,0.9712416049595316
500220,12539,12911.0,0.9711873596158315
314110,18229,18770.0,0.971177410761854
311900,2323,2392.0,0.9711538461538461
314650,3063,3154.0,0.971147748890298
420665,2692,2772.0,0.9711399711399712
231310,30197,31096.0,0.9710895291998971
316720,84564,87082.0,0.971084724742197
430905,3423,3525.0,0.971063829787234
352740,8923,9189.0,0.9710523451953422
355150,18930,19495.0,0.971018209797384
510719,1708,1759.0,0.9710062535531552
313440,26889,27692.0,0.9710024555828398
351950,6192,6377.0,0.9709894934922377
315740,3079,3171.0,0.9709870703248187
291320,23484,24186.0,0.970974944182585
352230,60537,62347.0,0.9709689319454023
291840,192260,198009.0,0.9709659661934559
251280,10063,10364.0,0.9709571593979158
510263,14262,14689.0,0.9709306283613588
412790,4941,5089.0,0.9709176655531538
410730,3033,3124.0,0.9708706786171575
250430,27655,28485.0,0.9708618571177813
353070,42844,44131.0,0.9708368267204459
313880,8156,8401.0,0.970836805142245
316780,2195,2261.0,0.9708093763821318
420270,2161,2226.0,0.9707996406109614
316370,21993,22655.0,0.970779077466343
521480,1891,1948.0,0.9707392197125256
354190,5737,5910.0,0.9707275803722504
312510,18519,19078.0,0.9706992347206206
231095,7684,7916.0,0.9706922688226377
314290,16584,17085.0,0.9706760316066725
316800,24228,24960.0,0.9706730769230769
291690,16374,16869.0,0.9706562333274052
310280,10573,10893.0,0.9706233360873956
251680,9379,9663.0,0.9706095415502431
314270,11818,12176.0,0.9705978975032852
421250,9829,10127.0,0.9705737138343044
411050,7121,7337.0,0.9705601744582254
312200,16938,17452.0,0.9705477882191152
270915,33599,34619.0,0.9705364106415553
260120,58195,59962.0,0.970531336513125
170270,2996,3087.0,0.9705215419501134
316210,20473,21095.0,0.9705143398909695
352570,7833,8071.0,0.9705117085862967
352830,2006,2067.0,0.9704886308659894
171360,5327,5489.0,0.970486427400255
171700,4040,4163.0,0.9704539995195772
411970,4194,4322.0,0.9703840814437761
150442,114432,117929.0,0.9703465644582757
270690,36875,38002.0,0.9703436661228356
420243,1766,1820.0,0.9703296703296703
353690,1635,1685.0,0.9703264094955489
420750,8272,8525.0,0.9703225806451613
110040,10492,10813.0,0.9703135115139184
150400,23791,24519.0,0.9703087401606917
313720,23692,24417.0,0.9703075725928656
353625,2286,2356.0,0.9702886247877759
311710,5747,5923.0,0.9702853283808881
240260,57674,59451.0,0.970109838354275
316440,3047,3141.0,0.9700732250875518
316040,9427,9718.0,0.9700555669890925
355510,5074,5231.0,0.9699866182374307
353300,8199,8453.0,0.9699514965101147
292440,33498,34536.0,0.9699444058373871
421370,2802,2889.0,0.9698857736240913
320530,137729,142006.0,0.9698815543005225
411965,1803,1859.0,0.9698762775685853
261160,927600,956417.0,0.9698698371108
354100,93222,96124.0,0.9698098289709126
260990,61253,63160.0,0.9698068397720075
500310,3854,3974.0,0.9698037242073477
312720,3884,4005.0,0.9697877652933833
330400,14823,15285.0,0.9697742885181551
230170,21753,22432.0,0.9697307417974322
431270,10347,10670.0,0.9697282099343955
292020,17170,17706.0,0.9697277758951768
355370,21551,22224.0,0.9697174226061915
330025,29735,30664.0,0.9697038872945474
431080,2303,2375.0,0.9696842105263158
261640,145997,150562.0,0.9696802646085998
312733,4572,4715.0,0.9696712619300106
353110,31463,32448.0,0.9696437376725838
261480,20019,20646.0,0.9696309212438244
421100,3224,3325.0,0.9696240601503759
315220,30575,31533.0,0.9696191291662702
500270,559102,576634.0,0.9695959655518058
251210,29036,29947.0,0.9695795906100778
411275,5922,6108.0,0.9695481335952849
220455,4997,5154.0,0.9695382227396198
230020,54569,56284.0,0.9695295288181366
411650,700,722.0,0.9695290858725761
230690,24491,25261.0,0.9695182296821186
353720,7406,7639.0,0.9694986254745386
130190,75743,78126.0,0.9694979904257226
312920,3337,3442.0,0.9694944799535155
355250,158875,163875.0,0.969488939740656
250960,4001,4127.0,0.9694693481948147
421885,1078,1112.0,0.9694244604316546
351200,5860,6045.0,0.9693961952026469
312610,25272,26070.0,0.9693901035673188
315250,55919,57685.0,0.9693854554910288
312940,3543,3655.0,0.9693570451436389
250200,9417,9715.0,0.9693257848687596
260690,12189,12575.0,0.9693041749502982
510279,6568,6776.0,0.9693034238488784
421630,10853,11197.0,0.9692774850406359
231110,12950,13362.0,0.9691662924711869
130100,26774,27626.0,0.9691594874393687
251110,6559,6768.0,0.9691193853427896
313460,8690,8967.0,0.9691089550574328
313520,57639,59478.0,0.9690810047412489
314710,29084,30012.0,0.9690790350526456
310760,2600,2683.0,0.9690644800596347
310820,4346,4485.0,0.9690078037904125
330260,27371,28247.0,0.96898785711757
315090,2935,3029.0,0.9689666556619346
292500,26397,27243.0,0.9689461513049223
312090,43126,44509.0,0.9689276326136287
292250,22669,23396.0,0.9689263121901179
313080,1431,1477.0,0.968855788761002
320060,54501,56253.0,0.9688549944002987
352980,5533,5711.0,0.9688320784451059
353620,11145,11504.0,0.9687934631432545
352290,5898,6088.0,0.9687910643889619
410220,1985,2049.0,0.9687652513421181
330020,89977,92881.0,0.9687341867550953
316700,1859,1919.0,0.9687337154768109
290600,67063,69235.0,0.9686285838087673
313990,8025,8285.0,0.9686179843089922
431417,1943,2006.0,0.9685942173479561
520780,5551,5731.0,0.9685918687838073
352800,4934,5094.0,0.9685904986258344
260450,20221,20877.0,0.9685778608037553
250220,2404,2482.0,0.9685737308622079
240750,7755,8007.0,0.9685275384038966
500330,25265,26086.0,0.9685271793299087
330580,97674,100850.0,0.9685076846802182
150490,29402,30359.0,0.9684772225699134
354220,11754,12137.0,0.9684436022081239
241415,6714,6933.0,0.9684119428818693
315213,3675,3795.0,0.9683794466403162
421300,1194,1233.0,0.9683698296836983
220211,5968,6163.0,0.9683595651468441
290890,35362,36518.0,0.9683443781149023
350790,7949,8209.0,0.9683274454866609
260370,20175,20835.0,0.9683225341972642
231320,24118,24907.0,0.9683221584293572
410370,52388,54102.0,0.9683191009574508
352720,39145,40427.0,0.9682885200484824
420650,13437,13878.0,0.9682230869001297
500280,5022,5187.0,0.9681897050318103
316910,3772,3896.0,0.9681724845995893
421090,1125,1162.0,0.96815834767642
241400,12719,13138.0,0.9681077789617902
