cod_municipio,obitos_diabetes_mellitus,pop_2021,obitos_diabetes_mellitus_100k
2903607,7,15984,43.793793793793796
2903706,5,12329,40.55478952064239
2903805,7,18531,37.77453996006692
2903904,57,69662,81.82366282908903
2903953,11,9823,111.98208286674132
2904001,16,14446,110.75730305967049
2904050,11,16884,65.15043828476664
2904100,18,21497,83.73261385309578
2904209,3,10129,29.617928719518215
2904308,14,14222,98.43903810997047
2904407,5,10618,47.08984742889433
2904506,11,10130,108.5883514313919
2904605,85,67335,126.23449914606074
2904704,12,18306,65.55227794165847
2904753,16,21276,75.20210565895844
2904803,4,6488,61.652281134401974
2904852,16,18911,84.60684257839353
2904902,42,33567,125.1228885512557
2905008,11,23291,47.22854321411704
2905107,7,9058,77.27975270479135
2905156,8,14608,54.7645125958379
2905206,15,51081,29.365125976390438
2905305,12,18513,64.81931615621455
2905404,2,18427,10.853638682368263
2905503,11,13391,82.14472406840416
2905602,62,32006,193.71367868524652
2905701,157,304302,51.59348279012297
2905800,10,35382,28.262958566502743
2905909,12,28820,41.63775156141568
2906006,45,71487,62.948508120357545
2906105,3,9703,30.918272699165207
2906204,24,26325,91.16809116809117
2906303,31,30906,100.304148061865
2906402,8,8181,97.78755653343111
2906501,118,87458,134.9219053717213
2906600,9,14368,62.639198218262806
2906709,17,25053,67.85614497265796
2906808,19,34882,54.469353821455194
2906824,9,16753,53.721721482719516
2906857,4,11616,34.43526170798898
2906873,25,30862,81.00576761065388
2906907,17,22093,76.94744941836781
2907004,3,9346,32.09929381553606
2907103,10,29070,34.39972480220158
2907202,24,72545,33.0829140533462
2907301,16,26318,60.79489322896877
2907400,1,3599,27.785495971103085
2907509,41,54970,74.5861378933964
2907558,7,9316,75.13954486904251
2907608,7,17280,40.50925925925926
2907707,6,11200,53.57142857142857
2907806,46,32576,141.20825147347742
2907905,15,17352,86.44536652835409
2908002,19,16549,114.8105625717566
2908101,12,18807,63.8060296698038
2908200,21,22762,92.2590282049029
2908309,14,17165,81.56131663268279
2908408,119,67013,177.5774849656037
2908507,28,33398,83.83735553027127
2908606,11,26035,42.250816208949495
2908705,5,17178,29.106997322156246
2908903,19,22495,84.46321404756613
2909000,10,8642,115.71395510298542
2909109,7,14149,49.47346102198035
2909208,10,15717,63.62537379907107
2909307,10,32191,31.06458326861545
2909406,4,13769,29.050766213958894
2909505,4,5351,74.75238273219959
2909604,15,21163,70.87841988375939
2909703,5,13947,35.85000358500036
2909802,65,63591,102.2157223506471
2909901,9,34886,25.798314510118672
2910008,4,10525,38.00475059382423
2910057,28,82432,33.96739130434783
2910107,9,12240,73.52941176470588
2910206,3,4065,73.80073800738008
2910305,12,8126,147.67413241447207
2910404,11,16446,66.88556487899793
2910503,16,41901,38.18524617550894
2910602,32,37578,85.1562084198201
2910701,37,60858,60.79726576620987
2910727,126,114396,110.14371131857757
2910750,13,17845,72.84953768562623
2910776,1,5661,17.664723547076488
2910800,536,619609,86.50616759924404
2910859,17,16345,104.00734169470786
2910909,3,5629,53.295434357790015
2911006,11,10575,104.01891252955083
2911105,5,25857,19.3371234095216
2911204,40,32596,122.71444348999877
2911253,1,4440,22.52252252252252
2911303,6,11259,53.29070077271516
2911402,6,15234,39.38558487593541
2911501,6,6985,85.89835361488905
2911600,34,20762,163.76071669396012
2911659,2,6646,30.09328919650918
2911709,55,84928,64.76073850791258
2911808,14,20700,67.6328502415459
2911857,5,12987,38.5000385000385
2911907,33,24121,136.81024833132955
2912004,10,9031,110.7297087808659
2912103,41,21378,191.78594817101694
2912202,4,19786,20.216314565854645
2912301,10,16230,61.61429451632779
2912400,16,18319,87.34101206397729
2912509,13,14947,86.97397471064427
2912707,13,23404,55.546060502478205
2912806,6,8690,69.04487917146145
2912905,26,14882,174.7077005778793
2913002,7,16403,42.675120404804
2913101,18,17080,105.3864168618267
2913200,15,27003,55.54938340184424
2913309,4,6220,64.30868167202573
2913408,5,15650,31.94888178913738
2913457,5,13091,38.19417920708884
2913507,16,26963,59.34057782887661
2913606,266,159923,166.33004633479862
2913705,34,40333,84.29821734063918
2913804,20,14354,139.33398355858995
2913903,56,45922,121.94590827925613
2914000,39,59435,65.61790190964919
2914109,16,9911,161.43678740793058
2914208,8,7279,109.90520675917021
2914307,8,8197,97.59668171282176
2914406,20,25478,78.4990972603815
2914505,50,29173,171.3913550200528
2914604,98,73524,133.28981013002556
2914653,29,30747,94.3181448596611
2914703,68,64646,105.18825604059029
2914802,590,213685,276.10735428317383
2914901,18,28684,62.752754148654304
2915007,9,16110,55.865921787709496
2915106,11,12242,89.85459892174481
2915205,14,14452,96.87240520343205
2915304,2,6825,29.304029304029303
2915353,2,14542,13.753266400770183
2915403,7,6596,106.12492419648272
2915502,15,20398,73.53662123737621
2915601,76,64455,117.9117213559848
2915700,7,8003,87.46719980007497
2915809,13,22754,57.13281181330755
2915908,3,6436,46.61280298321939
2916005,21,19316,108.71816110996066
2916104,32,22337,143.26006178090165
2916203,6,8526,70.37297677691767
2916302,8,10215,78.31620166421929
2916401,83,76795,108.07995312194804
2916500,23,35883,64.09720480450352
2916609,7,10298,67.97436395416585
2916708,4,8347,47.92140888942135
2916807,16,19843,80.6329688051202
2916856,18,14539,123.80493844143339
2916906,6,12528,47.89272030651341
2917003,56,36116,155.05593088935652
2917102,20,20388,98.09691975671964
2917201,24,19030,126.11665790856543
2917300,23,28740,80.02783576896312
2917334,5,11016,45.38852578068264
2917359,3,8277,36.24501631025734
2917409,3,14850,20.2020202020202
2917508,82,80635,101.6928132944751
2917607,62,54673,113.40149616812687
2917706,22,33746,65.192911752504
2917805,3,18981,15.8052789631737
2917904,8,10726,74.58512026850643
2918001,196,156126,125.53962824897839
2918100,43,40651,105.77845563454774
2918209,26,14557,178.6082297176616
2918308,15,10808,138.7860843819393
2918357,23,25402,90.54405164947642
2918407,214,218162,98.09224337877357
2918456,2,8988,22.251891410769915
2918506,6,15262,39.313327217926876
2918555,6,5768,104.02219140083218
2918605,16,5976,267.7376171352075
2918704,2,3693,54.15651232060655
2918753,5,15770,31.70577045022194
2918803,12,24032,49.93342210386152
2918902,4,3975,100.62893081761007
2919009,1,3758,26.609898882384247
2919058,6,8577,69.95452955578874
2919108,2,8191,24.417043096081066
2919157,22,27274,80.6629023978881
2919207,136,201635,67.44860763260347
2919405,4,12373,32.32845712438374
2919504,14,46062,30.393817029221484
2919553,43,90162,47.69193229963843
2919603,5,11332,44.12283798093893
2919702,7,18909,37.019408747157435
2919801,17,50161,33.89087139411096
2919900,11,7787,141.26107615256197
2919926,10,21432,46.65920119447555
2919959,4,2764,144.7178002894356
2920007,1,10206,9.798157946306095
2920106,4,18602,21.503064186646597
2920205,2,16861,11.861692663543087
2920304,2,8359,23.926306974518482
2920403,6,13087,45.84702376404065
2920502,10,20393,49.03643407051439
2920601,37,44793,82.60219230683366
2920700,5,20617,24.2518310132415
2920809,19,10380,183.04431599229287
2920908,1,13717,7.290223809870963
2921005,13,47126,27.585621525272675
2921054,4,12283,32.565334201742246
2921104,25,22716,110.05458707518929
2921203,28,25894,108.13315826060091
2921302,18,10893,165.24373450839988
2921401,2,18474,10.826025765941322
2921450,3,8447,35.51556765715639
2921500,27,49278,54.79118470717156
2921609,10,8497,117.68859597505002
2921708,31,35440,87.47178329571106
2921807,4,12052,33.18951211417192
2921906,4,8889,44.99943750703116
2922003,13,42251,30.768502520650397
2922052,4,10673,37.47774758737
2922102,29,26970,107.52688172043011
2922201,4,7443,53.74177079134758
2922300,32,29410,108.80652839170351
2922409,16,22282,71.80683960147203
2922508,46,28594,160.87291040078338
2922607,11,14079,78.13054904467647
2922656,9,13164,68.36827711941659
2922706,27,16472,163.91452161243322
2922730,5,7821,63.93044367727912
2922755,2,6554,30.51571559353067
2922805,3,8279,36.23626041792487
2922854,1,9123,10.96130658774526
2922904,9,26998,33.3358026520483
2923001,39,43783,89.07566863851267
2923035,3,12522,23.957834211787254
2923050,7,15443,45.32798031470569
2923100,6,28304,21.198417184850197
2923209,10,21810,45.850527281063734
2923308,8,8570,93.34889148191365
2923357,5,17511,28.553480669293588
2923407,17,21796,77.99596256193797
2923506,4,9071,44.09657149156653
2923605,16,21695,73.74971191518783
2923704,19,32141,59.11452661709343
2923803,1,29058,3.4413930759171314
2923902,15,9686,154.8626884162709
2924009,158,118516,133.3153329508252
2924058,9,13556,66.39126586013573
2924108,2,7394,27.04895861509332
2924207,7,16682,41.961395516125165
2924306,15,16984,88.31841733396138
2924405,26,35175,73.91613361762616
2924504,2,16285,12.281240405280933
2924603,14,20098,69.65867250472684
2924652,10,10394,96.20935154897056
2924678,8,10036,79.71303308090873
2924702,5,10475,47.7326968973747
2924801,34,24964,136.19612241627945
2924900,3,9370,32.017075773746
2925006,18,26426,68.1147354877772
2925105,54,46879,115.19017043878922
2925204,19,39972,47.533273291303914
2925253,15,14819,101.22140495310074
2925303,147,150658,97.57198422918133
2925402,3,6916,43.37767495662232
2925501,29,28194,102.85876427608711
2925600,20,15160,131.92612137203167
2925709,12,12179,98.53025699975368
2925758,23,28004,82.13112412512498
2925808,18,25433,70.77419101167774
2925907,20,27626,72.39556939115326
2925931,10,8956,111.65698972755695
2925956,16,22633,70.69323554102417
2926004,56,41170,136.0213747874666
2926103,4,14495,27.59572266298724
2926202,4,22334,17.909913136921286
2926301,23,33468,68.72236165889805
2926400,17,35593,47.762200432669346
2926509,14,14612,95.81166164796058
2926608,47,53956,87.10801393728222
2926657,1,5343,18.716077110237695
2926707,9,12932,69.59480358799877
2926806,6,15448,38.839979285344384
2926905,10,11663,85.74123295892996
2927002,45,40976,109.82038266302226
2927101,9,9442,95.31878839228978
2927200,16,30857,51.85209190783291
2927309,5,15862,31.521876182070358
2927408,2773,2886698,96.06131296034431
2927507,14,20883,67.04017621989178
2927606,14,14063,99.55201592832255
2927705,17,27922,60.88389083876513
2927804,5,6278,79.64319847085059
2927903,24,10606,226.28700735432773
2928000,20,37531,53.28928086115478
2928059,2,12449,16.0655474335288
2928109,35,39775,87.99497171590195
2928208,12,26705,44.93540535480247
2928307,6,8966,66.91947356680794
2928406,13,28481,45.64446473087322
2928505,14,10464,133.79204892966362
2928604,85,60131,141.35803495701052
2928703,314,102380,306.70052744676696
2928802,50,53269,93.86322251215529
2928901,2,34266,5.836689429755443
2928950,15,9072,165.34391534391534
2929008,33,14762,223.54694485842026
2929057,10,15468,64.64959917248513
2929107,24,21080,113.85199240986718
2929206,18,40245,44.72605292582929
2929255,17,18789,90.47847144605886
2929305,24,37942,63.25444098887776
2929354,1,5608,17.83166904422254
2929370,5,10505,47.596382674916704
2929404,11,11704,93.98496240601504
2929503,31,44430,69.77267611973892
2929602,24,17409,137.85972772703775
2929701,24,17302,138.71228759680963
2929750,17,12105,140.43783560512185
2929800,7,12943,54.08328826392645
2929909,48,44234,108.51381290410092
2930105,74,79424,93.17082997582595
2930154,16,31416,50.92946269416858
2930204,30,40989,73.19036814755178
2930303,13,17321,75.05340338317649
2930402,17,14699,115.65412613102932
2930501,88,81286,108.25972492188076
2930600,17,13446,126.4316525360702
2930709,67,135783,49.343437691021705
2930758,6,13059,45.94532506317482
2930766,1,9701,10.308215647871354
2930774,14,23233,60.25911419102139
2930808,7,17050,41.05571847507331
2930907,2,12516,15.979546180888462
2931004,20,20393,98.07286814102878
2931053,5,17443,28.66479390013186
2931103,12,7928,151.3622603430878
2931202,9,21253,42.34696278172493
2931301,4,16974,23.565453045834808
2931350,131,162438,80.64615422499661
2931400,10,7359,135.88802826470987
2931509,25,22555,110.84016847705608
2931608,19,15022,126.48116096391958
2931707,16,13025,122.84069097888676
2931806,15,16189,92.65550682562234
2931905,42,50798,82.68042048899564
2932002,15,24113,62.20710819889686
2932101,18,19877,90.55692508929918
2932200,33,18847,175.0941794450045
2932309,13,27263,47.68367384367091
2932408,25,13891,179.97264415808797
2932457,9,19402,46.38697041542109
2932507,27,18544,145.59965487489214
2932606,9,16665,54.005400540054005
2932705,12,20413,58.786067701954636
2932804,5,19256,25.965932696302453
2932903,75,97233,77.13430625404955
2933000,9,28800,31.25
2933059,16,14121,113.30642305785709
2933109,3,9210,32.57328990228013
2933158,13,12625,102.97029702970298
2933174,4,8785,45.53215708594195
2933208,43,43716,98.36215573245494
2933257,4,6153,65.00893872907525
2933307,340,341128,99.66933233273141
2933406,4,9344,42.80821917808219
2933455,4,12180,32.84072249589491
2933505,19,20978,90.571074458957
2933604,34,46523,73.08213141886809
3100104,5,7006,71.36739937196688
3100203,17,23250,73.11827956989248
3100302,7,13444,52.06783695328771
3100500,2,9368,21.34927412467976
3100609,9,13523,66.5532795977224
3100906,16,19247,83.12983841637657
3101003,4,13599,29.413927494668727
3101102,33,25141,131.2596953184042
3101201,30,5976,502.00803212851406
3101300,3,2665,112.5703564727955
3101508,33,35401,93.21770571452784
3101607,78,80494,96.90163241980768
3101631,1,6981,14.324595330181923
3101706,32,42143,75.93194599340342
3101805,3,7436,40.34427111350188
3101904,6,19958,30.06313257841467
3102001,9,14517,61.99628022318661
3102100,12,10859,110.50741320563588
3102308,13,15169,85.70110092952733
3102605,28,41396,67.63938544786936
3102803,6,12206,49.15615271178109
3102902,9,11459,78.5408848939698
3103009,2,9275,21.5633423180593
3103306,3,2059,145.70179698882953
3103405,10,36712,27.23904990193942
3103504,60,117825,50.92297899427116
3103603,1,2787,35.88087549336204
3103702,1,8453,11.83011948420679
3103751,5,6931,72.13966238638004
3104007,91,107337,84.77971249429368
3104106,7,10883,64.32049986217035
3104205,22,40380,54.48241703813769
3104304,11,15181,72.45899479612673
3104403,1,2704,36.98224852071006
3104452,1,5269,18.978933383943822
3104502,7,17862,39.189340499384166
3104601,2,14270,14.01541695865452
3104700,1,12678,7.887679444707367
3104809,3,4851,61.84291898577613
3104908,18,19199,93.7548830668264
3105103,23,23898,96.2423633776885
3105301,3,5778,51.92107995846314
3105400,12,32866,36.511896793038396
3105608,173,138204,125.17727417440885
3105707,2,5015,39.88035892323031
3105905,20,20897,95.7075178255252
3106002,1,10262,9.744689144416293
3106101,1,3425,29.197080291970803
3106200,1973,2521564,78.24508915895056
3106309,9,26994,33.34074238719715
3106408,5,7719,64.77522995206633
3106507,3,11872,25.269541778975743
3106606,2,4607,43.41219882787063
3106705,310,444784,69.69675168171517
3106804,2,3329,60.07810153199159
3106903,10,14554,68.7096330905593
3107109,64,40219,159.12876998433578
3107208,5,5089,98.25112988799371
3107307,10,50256,19.898121617319326
3107406,20,51028,39.19416790781532
3107505,3,6459,46.44681839294008
3107604,1,4244,23.5626767200754
3107802,3,14862,20.185708518368994
3107901,5,10537,47.45183638606814
3108008,5,17607,28.397796331004713
3108255,5,11369,43.9792417978714
3108305,16,19614,81.57438564290813
3108404,11,14949,73.58351729212656
3108552,5,16748,29.854310962502986
3108602,42,32405,129.60962814380497
3108701,3,4293,69.88120195667365
3108909,6,14410,41.63775156141568
3109006,12,40666,29.508680470171644
3109105,8,10991,72.78682558456919
3109204,2,10353,19.31807205640877
3109253,4,3983,100.42681395932713
3109303,9,25013,35.981289729340745
3109402,7,28121,24.892429145478467
3109501,21,14075,149.2007104795737
3109600,3,3591,83.5421888053467
3109709,7,11579,60.45427066240608
3109907,14,11749,119.15907736828666
3110004,19,45047,42.178169467445116
3110103,2,5541,36.094567767550984
3110301,11,14541,75.64816725122068
3110400,1,2869,34.85535029627048
3110509,13,21801,59.630292188431724
3110608,7,29814,23.478902529013215
3110707,19,12812,148.2984701842023
3110905,21,16762,125.28337907170982
3111002,18,21054,85.49444286121403
3111101,11,19752,55.69056298096395
3111150,2,3824,52.30125523012552
3111200,76,54186,140.25763112243015
3111309,2,11651,17.165908505707666
3111507,4,15563,25.701985478378205
3111606,12,28842,41.60599126274183
3111705,4,4548,87.95074758135443
3111804,14,12201,114.74469305794607
3111903,3,5594,53.628888094386845
3112000,9,14888,60.45137023105857
3112059,1,4551,21.973192704900022
3112109,3,5451,55.0357732526142
3112208,4,4634,86.31851532153647
3112307,6,38057,15.76582494679034
3112406,5,6890,72.5689404934688
3112505,1,9826,10.17708121310808
3112604,2,16234,12.319822594554639
3112653,4,5514,72.54261878853826
3112703,3,15313,19.591197022138054
3112901,4,9308,42.973785990545764
3113008,13,23780,54.66778805719092
3113107,4,3166,126.34238787113077
3113206,12,25669,46.748996844442715
3113305,55,33011,166.61112962345885
3113404,90,92603,97.18907594786346
3113503,1,9414,10.622477161674102
3113602,2,6792,29.44640753828033
3113701,3,18674,16.06511727535611
3113909,9,12182,73.87949433590543
3114006,3,11511,26.062027625749284
3114105,4,14947,26.761222987890548
3114204,16,22693,70.50632353589212
3114303,5,30334,16.483154216390847
3114402,9,21268,42.31709610682716
3114501,5,19559,25.563679124699625
3114550,3,10066,29.803298231670972
3114600,3,4049,74.09236848604594
3114709,1,3597,27.80094523213789
3114808,3,4461,67.24949562878278
3114907,2,2254,88.73114463176574
3115102,8,17740,45.095828635851184
3115300,119,75540,157.53243314800105
3115409,4,3653,109.49904188338353
3115458,6,6257,95.8926002876778
3115508,27,21610,124.94215640906988
3115607,2,1157,172.8608470181504
3115706,12,7046,170.30939540164633
3115805,7,10346,67.65899864682002
3116001,3,5699,52.640814177925954
3116100,6,15345,39.100684261974585
3116159,3,13953,21.50075252633842
3116308,2,6799,29.416090601559052
3116407,1,4853,20.605810838656502
3116605,13,28859,45.04660591150075
3116704,2,7594,26.33658151171978
3116803,12,8841,135.7312521208008
3117108,7,10322,67.81631466770006
3117207,1,2813,35.549235691432635
3117306,7,28346,24.694842305792704
3117405,1,4578,21.8435998252512
3117504,10,17503,57.13306290350226
3117603,2,5533,36.146755828664375
3117702,22,13684,160.77170418006432
3117801,1,11748,8.512087163772557
3117900,1,12082,8.276775368316503
3118007,22,55309,39.77652823229492
3118106,3,5046,59.45303210463734
3118205,2,6969,28.698522026115654
3118304,93,129606,71.75593722512846
3118403,17,22949,74.07730184321757
3118601,398,668949,59.49631436776197
3118700,5,9128,54.77651183172656
3118809,12,26611,45.09413400473488
3119005,1,3542,28.232636928289104
3119104,18,23668,76.05205340544195
3119203,6,9943,60.34396057527909
3119302,20,27966,71.5154115711936
3119401,81,110290,73.44274186236287
3119500,1,9215,10.851871947911015
3119906,2,3694,54.141851651326476
3120003,3,2728,109.97067448680352
3120102,7,4423,158.26362197603436
3120151,2,6760,29.585798816568047
3120201,13,12931,100.53360142293712
3120300,3,5982,50.150451354062184
3120508,6,10226,58.673968316057106
3120805,21,15474,135.71151609150834
3120839,3,5005,59.94005994005994
3120904,59,80616,73.18646422546392
3121001,1,5421,18.446781036709094
3121100,13,8016,162.1756487025948
3121209,5,7131,70.11639321273314
3121258,2,10768,18.573551263001487
3121407,4,7255,55.13439007580978
3121506,2,2884,69.34812760055479
3121605,45,47825,94.09304756926294
3121704,3,3790,79.15567282321899
3121803,5,7609,65.71165724799579
3122009,14,19976,70.08410092110533
3122108,3,4974,60.31363088057901
3122207,2,7614,26.267402153926977
3122306,194,240408,80.69614987853981
3122355,2,6868,29.120559114735002
3122405,2,6025,33.19502074688797
3122454,7,11211,62.43867630006244
3122470,3,3655,82.07934336525308
3122504,2,5048,39.61965134706814
3122702,2,5232,38.2262996941896
3123007,1,10223,9.781864423359092
3123106,1,5154,19.40240589833139
3123205,18,13427,134.05824085797275
3123304,3,4230,70.92198581560284
3123528,2,7870,25.412960609911053
3123601,17,28320,60.02824858757062
3123700,11,11202,98.19675058025352
3123809,1,7241,13.810247203424941
3123858,1,5377,18.59773107680863
3123908,9,15380,58.517555266579976
3124005,12,18958,63.29781622534023
3124104,19,71551,26.55448561166161
3124203,10,25122,39.80574795000398
3124302,16,31610,50.6168933881683
3124401,1,4710,21.231422505307854
3124500,1,11386,8.782715615668364
3124609,1,2325,43.01075268817204
3124708,5,3491,143.22543683758235
3124807,1,8018,12.471938139186829
3124906,14,11330,123.5657546337158
3125101,40,36951,108.25146816053693
3125408,5,4704,106.29251700680273
3125606,11,7504,146.58848614072494
3125705,5,15433,32.39810795049569
3125903,9,9696,92.82178217821782
3125952,2,11054,18.09299800977022
3126109,62,67822,91.41576479608386
3126208,7,9688,72.25433526011561
3126505,1,10321,9.688983625617674
3126703,13,26369,49.30031476354811
3126752,1,5338,18.733608092918697
3126802,2,5869,34.07735559720566
3126901,7,9664,72.43377483443709
3126950,2,3487,57.355893318038426
3127008,3,18492,16.223231667748216
3127057,2,4561,43.85003288752466
3127073,1,5299,18.87148518588413
3127107,28,60012,46.65733519962674
3127206,2,4392,45.537340619307834
3127305,4,6790,58.910162002945505
3127339,2,5096,39.24646781789639
3127354,1,3164,31.605562579013906
3127370,4,3378,118.41326228537596
3127404,3,4355,68.88633754305395
3127602,3,11818,25.38500592316805
3127701,683,281046,243.0207154700654
3127800,1,15890,6.293266205160478
3127909,2,1387,144.19610670511895
3128006,20,34573,57.84861018714025
3128105,3,14258,21.0408191892271
3128204,5,10315,48.47309743092583
3128303,11,19017,57.84298259452069
3128402,3,8918,33.63982955819691
3128600,4,6569,60.892068808037756
3128709,34,52078,65.28668535658052
3128808,5,7051,70.91192738618636
3128907,2,8105,24.676125848241828
3129103,9,5577,161.37708445400753
3129202,3,6591,45.51661356395084
3129301,2,11045,18.107741059302853
3129400,6,5010,119.76047904191617
3129509,15,25358,59.152930041801405
3129657,1,5369,18.625442354255913
3129707,6,13986,42.9000429000429
3129806,91,182153,49.9580023386933
3129905,1,3492,28.6368843069874
3130002,3,2996,100.13351134846462
3130051,2,12097,16.533024716871953
3130101,9,43817,20.539973069813087
3130200,2,11005,18.173557473875512
3130309,3,7923,37.86444528587656
3130408,3,6610,45.38577912254161
3130507,9,12444,72.32401157184185
3130556,3,6940,43.22766570605187
3130606,4,7358,54.36259853220984
3130655,2,7339,27.25166916473634
3130705,2,6951,28.772838440512157
3130903,14,24079,58.141949416504005
3131109,2,7560,26.455026455026456
3131158,3,18769,15.98380307954606
3131208,2,20000,10.0
3131307,313,265409,117.93119298893406
3131406,1,4225,23.668639053254438
3131505,7,10118,69.1836331290769
3131703,92,120904,76.09342949778336
3131802,6,11576,51.83137525915688
3131901,20,52446,38.13446211341189
3132107,3,18164,16.5161858621449
3132206,5,13435,37.21622627465575
3132305,4,12836,31.162355874104083
3132404,87,97334,89.3829494318532
3132503,17,34936,48.66040760247309
3132602,2,4375,45.714285714285715
3132701,25,23209,107.71683398681546
3132800,3,2056,145.91439688715954
3132909,2,10157,19.690853598503494
3133006,9,15714,57.2737686139748
3133105,13,15423,84.28969720547235
3133204,14,12244,114.34171839268213
3133303,34,21029,161.68148746968473
3133402,9,15379,58.52136029650823
3133501,3,21761,13.786131152061026
3133600,3,9881,30.361299463617044
3133709,2,11252,17.774617845716318
3133758,6,16199,37.03932341502562
3133808,86,93847,91.63851801336217
3133907,3,5369,55.87632706276774
3134004,2,15022,13.313806417254693
3134103,2,6063,32.98697014679202
3134202,104,105255,98.80765759346349
3134301,3,6000,50.0
3134400,14,39690,35.27336860670194
3134509,2,3768,53.07855626326964
3134608,10,20418,48.97639337839161
3134707,7,12323,56.80434959019719
3134806,3,7691,39.00663112729164
3134905,25,26264,95.18732866280841
3135001,2,3142,63.653723742838956
3135050,10,39388,25.38844318066416
3135076,1,5429,18.41959845275373
3135100,46,72018,63.872920658724205
3135209,13,67852,19.159346813653244
3135308,2,4384,45.62043795620438
3135357,1,7982,12.528188423953896
3135407,6,4852,123.6603462489695
3135456,1,7738,12.923235978288963
3135506,5,12315,40.600893219650835
3135605,4,7468,53.56186395286556
3135803,14,25474,54.95799638847452
3135902,3,4780,62.76150627615063
3136009,13,15455,84.11517308314461
3136207,47,80416,58.44608038201353
3136306,20,47726,41.9058793948791
3136405,3,4727,63.465199915379735
3136504,9,10842,83.01051466519093
3136553,1,5050,19.801980198019802
3136652,3,27392,10.952102803738319
3136702,469,573285,81.80922228908832
3136801,2,4345,46.029919447640964
3136900,8,10681,74.89935399307181
3137007,13,18193,71.45605452646622
3137106,4,7600,52.63157894736842
3137205,24,52711,45.53129327844283
3137304,2,4082,48.99559039686428
3137403,3,13063,22.965628109928808
3137502,9,18111,49.693556402186516
3137536,2,9608,20.815986677768525
3137601,36,65657,54.83040650654157
3137700,14,19918,70.28818154433176
3137809,34,20907,162.6249581479887
3138005,8,6833,117.07888189667788
3138104,1,6503,15.377518068583731
3138203,140,104783,133.60945954973613
3138351,3,4920,60.97560975609756
3138401,54,52640,102.58358662613982
3138500,8,5031,159.0141125024846
3138609,11,16724,65.77373834011001
3138625,5,7589,65.88483331137172
3138807,7,18257,38.341458070876925
3138906,13,7111,182.81535648994515
3139003,28,42413,66.01749463607857
3139201,13,18602,69.88495860660144
3139300,18,18226,98.76001316800176
3139409,91,91169,99.81462997290745
3139508,22,22802,96.48276466976581
3139607,35,27647,126.59601403407241
3139805,3,12901,23.254011316952173
3139904,2,14056,14.228799089356858
3140001,25,61288,40.79101944915807
3140100,3,4097,73.2243104710764
3140506,11,13443,81.82697314587517
3140530,3,8531,35.16586566639315
3140555,4,8644,46.27487274409995
3140605,2,4436,45.08566275924256
3140704,19,31364,60.57900777961995
3140803,6,14548,41.24278251306021
3140852,1,11260,8.880994671403197
3141009,5,12412,40.28359651949726
3141108,17,38151,44.55977562842389
3141207,4,3741,106.92328254477412
3141405,11,20759,52.98906498386242
3141504,2,6446,31.026993484331367
3141603,10,10758,92.95408068414203
3141702,1,5546,18.031013342949873
3141801,14,31497,44.44867765183986
3141900,1,3893,25.687130747495505
3142007,13,13620,95.44787077826726
3142205,11,15111,72.79465290185958
3142304,3,4934,60.80259424402108
3142403,6,7554,79.42811755361397
3142601,3,8727,34.376074252320386
3142700,9,14747,61.029361904116094
3142809,7,21236,32.962893200226034
3142908,7,20696,33.82296095863935
3143005,6,13152,45.62043795620438
3143104,15,47931,31.294986543155787
3143153,4,4923,81.25126955108674
3143203,21,21513,97.61539534235114
3143302,304,413487,73.52105386626424
3143401,12,24029,49.939656248699485
3143450,2,8315,24.052916416115455
3143500,8,8910,89.78675645342312
3143708,2,3153,63.43165239454488
3143807,4,5994,66.7334000667334
3143906,146,109392,133.46497001608893
3144003,13,26961,48.21779607581321
3144102,15,20545,73.01046483329277
3144300,36,40665,88.52821836960531
3144359,3,7051,42.54715643171181
3144409,4,4728,84.60236886632826
3144508,9,8660,103.92609699769054
3144607,7,26826,26.094087825244166
3144656,1,10326,9.68429207824908
3144672,1,3128,31.9693094629156
3144706,7,17551,39.88376730670617
3144805,110,96157,114.39624780307206
3145000,1,15800,6.329113924050633
3145109,4,16832,23.76425855513308
3145208,22,105520,20.84912812736922
3145307,11,31335,35.104515717249086
3145356,3,10778,27.834477639636297
3145505,1,2809,35.5998576005696
3145604,52,41840,124.282982791587
3145877,6,8079,74.26661715558856
3145901,36,39867,90.3002483256829
3146008,22,33791,65.1060933384629
3146107,67,74558,89.86292550765847
3146206,2,5914,33.818058843422385
3146305,29,20252,143.1957337546909
3146404,3,4462,67.23442402510085
3146503,1,8296,12.054001928640309
3146552,1,6094,16.409583196586805
3146602,1,1523,65.65988181221273
3146701,2,6611,30.252609287551053
3146750,2,5349,37.390166386240416
3146909,9,15800,56.962025316455694
3147006,62,93862,66.054420319192
3147105,46,94808,48.51911231119737
3147204,14,21605,64.79981485767183
3147303,19,21221,89.5339522171434
3147402,9,24700,36.43724696356275
3147501,1,1633,61.2369871402327
3147600,23,16393,140.30378820228145
3147709,4,8057,49.64627032394191
3147907,98,115337,84.9683969584782
3147956,1,6002,16.661112962345886
3148004,197,153585,128.26773447927857
3148103,61,91449,66.70384585944078
3148301,9,9584,93.90651085141903
3148400,2,4812,41.562759767248544
3148509,6,8419,71.26737142178406
3148608,18,17537,102.64013229172606
3148707,18,24329,73.9857782892844
3148756,1,7128,14.029180695847362
3148806,1,3005,33.277870216306155
3149101,12,11146,107.66194150367845
