cod_municipio,obitos_resp,pop_2021,obitos_resp_100k
3141009,6,12412,48.340315823396715
3141108,55,38151,144.1639799743126
3141207,13,3741,347.5006682705159
3141306,5,3832,130.48016701461378
3141405,56,20759,269.7625126451178
3141504,5,6446,77.56748371082843
3141603,44,10758,408.9979550102249
3141702,9,5546,162.27912008654886
3141801,40,31497,126.9962218623996
3141900,18,3893,462.3683534549191
3142007,25,13620,183.55359765051395
3142205,23,15111,152.20700152207002
3142304,4,4934,81.07012565869478
3142403,22,7554,291.2364310299179
3142502,1,2202,45.41326067211626
3142601,20,8727,229.17382834880257
3142700,16,14747,108.49664338509527
3142809,57,21236,268.4121303446977
3142908,54,20696,260.91998453807497
3143005,31,13152,235.70559610705595
3143104,162,47931,337.9858546660825
3143153,1,4923,20.312817387771684
3143203,64,21513,297.494538186213
3143302,2141,413487,517.7913694989202
3143401,42,24029,174.7887968704482
3143450,7,8315,84.18520745640409
3143500,31,8910,347.9236812570146
3143708,7,3153,222.01078338090707
3143807,4,5994,66.7334000667334
3143906,963,109392,880.3203159280387
3144003,44,26961,163.19869441044472
3144102,65,20545,316.3786809442687
3144201,5,3220,155.27950310559007
3144300,142,40665,349.19463912455427
3144359,1,7051,14.182385477237272
3144375,2,3308,60.45949214026602
3144409,11,4728,232.65651438240272
3144508,18,8660,207.85219399538107
3144607,39,26826,145.3813464549318
3144656,11,10326,106.52721286073988
3144706,28,17551,159.53506922682467
3144805,933,96157,970.2881745478749
3144904,1,3573,27.987685418415897
3145000,18,15800,113.92405063291139
3145059,2,7497,26.67733760170735
3145109,20,16832,118.8212927756654
3145208,146,105520,138.36239575435937
3145307,22,31335,70.20903143449817
3145356,7,10778,64.94711449248469
3145372,5,5324,93.91435011269722
3145505,2,2809,71.1997152011392
3145604,264,41840,630.9751434034417
3145802,4,3152,126.90355329949239
3145851,3,4663,64.33626420759168
3145877,2,8079,24.755539051862854
3145901,102,39867,255.85070358943486
3146008,139,33791,411.3521351839247
3146107,235,74558,315.1908581238767
3146255,2,6423,31.138097462245057
3146305,57,20252,281.4536835868062
3146404,3,4462,67.23442402510085
3146503,17,8296,204.91803278688525
3146552,1,6094,16.409583196586805
3146701,8,6611,121.01043715020421
3146750,21,5349,392.5967470555244
3146909,21,15800,132.91139240506328
3147006,244,93862,259.956105772304
3147105,330,94808,348.07189266728545
3147204,54,21605,249.9421430224485
3147303,55,21221,259.1772301022572
3147402,10,24700,40.48582995951417
3147501,4,1633,244.9479485609308
3147600,56,16393,341.60922344903315
3147709,20,8057,248.23135161970956
3147907,589,115337,510.67740620962917
3147956,2,6002,33.32222592469177
3148004,968,153585,630.2698831266074
3148103,417,91449,455.99186431781646
3148202,1,5715,17.497812773403325
3148301,6,9584,62.60434056761269
3148400,1,4812,20.781379883624272
3148509,8,8419,95.02316189571208
3148608,62,17537,353.53823344927866
3148707,85,24329,349.37728636606516
3148756,4,7128,56.11672278338945
3149101,22,11146,197.38022609007714
3149150,9,12212,73.69800196528006
3149200,5,3643,137.24951962668132
3149309,110,64712,169.98392879218693
3149408,3,1806,166.11295681063123
3149507,2,3330,60.06006006006006
3149606,8,4432,180.50541516245488
3149705,13,11755,110.5912377711612
3149804,22,16321,134.79566203051283
3149903,44,21485,204.7940423551315
3149952,3,6773,44.29351838181013
3150000,4,4256,93.98496240601504
3150109,6,2733,219.53896816684963
3150158,4,8702,45.966444495518274
3150208,1,4140,24.154589371980677
3150307,9,4466,201.52261531571875
3150505,21,8688,241.71270718232043
3150539,2,4986,40.11231448054553
3150570,2,7524,26.58160552897395
3150604,11,6398,171.9287277274148
3150703,2,6348,31.5059861373661
3150802,37,17634,209.82193489849155
3150901,11,5488,200.43731778425655
3151008,2,8640,23.14814814814815
3151107,38,10772,352.76643148904566
3151206,246,56640,434.3220338983051
3151305,11,10759,102.23998512872943
3151404,80,28215,283.5371256423888
3151503,168,34918,481.127212326021
3151602,15,12292,122.03058900097625
3151701,36,16846,213.70058174047253
3151800,827,168641,490.39083022515285
3151909,19,8359,227.2999162579256
3152006,61,32035,190.41673169970346
3152105,752,59875,1255.9498956158664
3152131,1,4283,23.34812047630166
3152170,9,12179,73.89769274981525
3152204,135,37864,356.5391929009085
3152303,18,11348,158.61825872400422
3152402,34,16616,204.62205103514685
3152501,921,152549,603.7404374987709
3152600,34,5900,576.271186440678
3152709,33,9080,363.43612334801765
3152808,53,28017,189.17086054895242
3152907,18,8566,210.13308428671493
3153004,3,3631,82.62186725419994
3153103,19,5341,355.73862572551957
3153202,2,3606,55.46311702717693
3153400,38,19627,193.6108422071636
3153509,4,8301,48.18696542585231
3153608,4,10834,36.920804873546246
3153806,2,1943,102.9336078229542
3153905,6,16429,36.520786414267455
3154002,78,23711,328.9612416178145
3154101,25,10520,237.6425855513308
3154150,7,7201,97.20872101097069
3154200,63,11540,545.9272097053727
3154309,111,17396,638.0777190158657
3154408,3,4817,62.27942702927133
3154457,8,8134,98.35259404966806
3154507,3,9476,31.658927817644575
3154606,330,338197,97.57626472144933
3154705,12,4047,296.5159377316531
3154903,22,13473,163.28954204705707
3155009,2,2620,76.33587786259542
3155108,7,5133,136.37249172024158
3155207,9,5402,166.60496112550908
3155306,6,5879,102.05817315870046
3155504,19,12335,154.03323875152006
3155603,31,31045,99.85504912224191
3155702,23,14332,160.48004465531676
3155801,52,17959,289.54841583607106
3155900,8,5485,145.85232452142205
3156007,8,12739,62.799277808305206
3156106,1,4562,21.920210434020166
3156205,2,2320,86.20689655172414
3156304,2,8224,24.31906614785992
3156403,2,3520,56.81818181818182
3156502,7,5798,120.73128665056916
3156601,18,10256,175.50702028081122
3156700,101,137125,73.65542388331814
3156809,26,15416,168.65594187856772
3156908,54,26374,204.7470994160916
3157005,187,41699,448.4520012470323
3157104,14,7012,199.65772960638904
3157203,60,31604,189.84938615365144
3157252,11,8181,134.4578902334678
3157278,2,3182,62.853551225644246
3157302,2,4407,45.38234626730202
3157336,3,8664,34.62603878116344
3157377,7,4107,170.44071098125153
3157500,8,4381,182.60671079662177
3157609,15,3826,392.0543648719289
3157658,11,6386,172.25180081428124
3157708,8,14255,56.12065941774816
3157807,234,220444,106.14940755928943
3157906,34,16302,208.5633664581033
3158003,6,10857,55.2638850511191
3158102,3,5217,57.50431282346176
3158201,50,14611,342.2079255355554
3158300,6,7073,84.82963381874735
3158409,3,3891,77.10100231303007
3158508,6,7589,79.06179997364606
3158706,2,2476,80.77544426494346
3158805,3,4834,62.06040546131568
3158904,8,8667,92.30414214837892
3158953,9,35369,25.446012044445702
3159001,2,4315,46.349942062572424
3159100,2,3765,53.12084993359894
3159209,7,8924,78.44016136261766
3159308,27,4863,555.2128315854411
3159357,1,7268,13.75894331315355
3159407,4,3402,117.57789535567314
3159506,7,5457,128.27560930914422
3159605,145,43753,331.405846456243
3159803,52,19872,261.6747181964573
3159902,73,18613,392.1990006984366
3160009,2,3602,55.5247084952804
3160108,1,3886,25.73340195573855
3160207,1,3799,26.322716504343248
3160306,4,11604,34.47087211306446
3160405,67,28427,235.69142012875085
3160454,7,7297,95.92983417842949
3160603,1,3065,32.62642740619902
3160702,181,46421,389.90973912668835
3160801,2,5349,37.390166386240416
3160900,4,3754,106.55301012253597
3160959,4,5658,70.69635913750442
3161007,23,17327,132.7408091418018
3161106,95,56477,168.2100678152168
3161205,14,6520,214.72392638036808
3161304,9,6274,143.44915524386357
3161403,5,4800,104.16666666666667
3161502,8,12562,63.68412673141219
3161601,4,3910,102.30179028132993
3161650,1,4059,24.636610002463662
3161700,4,8459,47.28691334673129
3161809,10,12597,79.38398031277288
3161908,19,11019,172.4294400580815
3162005,56,25561,219.08376041625914
3162104,80,35782,223.57609971494048
3162203,18,7498,240.06401707121898
3162252,8,4932,162.20600162206003
3162401,59,25098,235.07849231014424
3162450,14,13125,106.66666666666667
3162500,601,90497,664.1104124998619
3162559,5,11674,42.83022100394038
3162575,5,5918,84.48800270361609
3162609,4,7444,53.73455131649651
3162708,51,23709,215.10818676451981
3162807,58,15767,367.8569163442633
3162906,103,26447,389.45816160623133
3162922,34,32148,105.76085604081125
3162948,4,7480,53.475935828877006
3162955,25,24135,103.58400662937642
3163003,1,4280,23.364485981308412
3163201,2,4210,47.50593824228029
3163409,7,5387,129.94245405606088
3163508,5,6431,77.74840615767377
3163706,336,46202,727.2412449677503
3163805,4,6944,57.6036866359447
3163904,12,4610,260.3036876355748
3164001,10,7706,129.76901116013497
3164100,1,5202,19.223375624759708
3164209,5,12529,39.907414797669404
3164308,10,7076,141.32278123233465
3164407,5,5552,90.05763688760807
3164431,3,3024,99.2063492063492
3164472,2,6627,30.17956843217142
3164506,1,9963,10.037137408411121
3164605,8,6863,116.56709893632522
3164704,550,71445,769.8229407236336
3164803,1,1492,67.02412868632707
3165008,18,10960,164.23357664233578
3165107,5,7000,71.42857142857143
3165206,6,7120,84.26966292134831
3165305,8,7815,102.36724248240563
3165503,5,6361,78.6039930828486
3165537,31,33413,92.77825995869871
3165552,9,12378,72.70964614638875
3165560,1,2606,38.37298541826554
3165701,12,7858,152.71061338763045
3165909,5,4105,121.8026796589525
3166006,10,5786,172.83097131005877
3166105,5,3519,142.08581983518044
3166204,12,10467,114.64603038119805
3166303,1,7333,13.636983499249967
3166501,2,4292,46.59832246039143
3166600,1,776,128.8659793814433
3166709,16,8713,183.6336508665213
3166808,8,11668,68.56359273225917
3166907,21,7668,273.86541471048514
3166956,3,4809,62.38303181534623
3167103,83,20940,396.37058261700093
3167202,887,241835,366.7790022122522
3167400,6,6248,96.03072983354673
3167509,1,2618,38.19709702062643
3167608,15,19736,76.00324280502635
3167707,3,5514,54.4069640914037
3167806,2,6189,32.31539828728389
3167905,2,3708,53.937432578209275
3168002,205,34397,595.9822077506759
3168200,4,1872,213.67521367521368
3168408,25,14302,174.80072717102504
3168507,10,11670,85.6898029134533
3168606,784,140937,556.2769180555852
3168705,183,90568,202.05812207402172
3168903,18,6424,280.19925280199254
3169000,6,16715,35.89590188453485
3169059,6,4109,146.02092966658554
3169109,9,6297,142.92520247737016
3169208,27,7850,343.9490445859873
3169307,328,80032,409.8360655737705
3169356,37,32716,113.09451033133635
3169406,274,56940,481.2082894274675
3169505,10,6765,147.81966001478196
3169604,50,25398,196.86589495235845
3169703,60,20125,298.1366459627329
3169802,3,5070,59.171597633136095
3169901,888,116797,760.2935006892301
3170008,14,12599,111.11993015318676
3170057,2,12493,16.00896502041143
3170107,1974,337092,585.5968103663095
3170206,3037,699097,434.41754148565934
3170305,1,2596,38.52080123266564
3170404,278,84930,327.3283880843047
3170438,3,4284,70.0280112044818
3170479,2,3260,61.34969325153374
3170503,2,10345,19.33301111648139
3170529,3,17173,17.4692831770803
3170578,2,6470,30.91190108191654
3170602,1,2148,46.554934823091244
3170651,2,5026,39.793076004775166
3170701,754,136602,551.9684924086031
3170800,55,39803,138.18053915534006
3170909,50,19305,259.000259000259
3171006,40,20642,193.77967251235344
3171030,2,9443,21.17970983797522
3171105,5,4045,123.60939431396787
3171154,1,4846,20.635575732562938
3171204,129,129765,99.41047277771357
3171303,322,79388,405.60286189348517
3171402,2,3589,55.72582892170521
3171600,9,13740,65.50218340611353
3171709,25,8663,288.58363153641926
3171808,43,10484,410.14879816863794
3171907,1,5340,18.726591760299627
3172004,208,42965,484.11497730711045
3172103,2,5261,38.015586390420076
3172202,1,2548,39.24646781789639
3200102,104,30455,341.4874404859629
3200136,8,9631,83.06510227390717
3200169,7,10909,64.16720139334494
3200201,56,29975,186.82235195996662
3200300,19,14636,129.81688986061766
3200359,1,7874,12.7000254000508
3200409,67,29779,224.99076530440914
3200508,3,7554,39.714058776806986
3200607,280,103101,271.57835520509013
3200706,7,12105,57.82734407269723
3200805,123,31132,395.0918668893743
3200904,259,44979,575.8242735498789
3201001,19,15092,125.89451364961569
3201100,5,9962,50.19072475406545
3201159,24,12427,193.12786674177195
3201209,1006,210589,477.70776251371154
3201308,808,383917,210.46215718501657
3201407,96,37747,254.32484700770922
3201506,1012,123400,820.097244732577
3201605,30,31273,95.92939596457008
3201704,18,12806,140.55911291582072
3201902,82,33986,241.27581945506972
3202009,3,6771,44.30660168365086
3202108,48,22835,210.2036347711846
3202207,22,21948,100.23692363768909
3202256,21,12880,163.04347826086956
3202306,461,31122,1481.267270740955
3202405,92,126701,72.6118973015209
3202454,62,26426,234.617422235677
3202504,9,12591,71.4796283059328
3202553,20,8859,225.7591150242691
3202603,25,13973,178.91648178630214
3202652,15,13526,110.89753068165015
3202702,45,14023,320.9013763103473
3202801,225,34656,649.2382271468144
3202900,18,10494,171.52658662092625
3203007,89,29290,303.85797200409695
3203056,30,31039,96.65259834401881
3203106,78,12265,635.9559722788422
3203130,24,16722,143.52350197344816
3203163,32,10933,292.69185036129153
3203205,641,176688,362.7863805125419
3203304,11,15503,70.95400890150293
3203320,59,38883,151.7372630712651
3203346,11,16920,65.01182033096927
3203353,6,12963,46.28558204119417
3203403,91,26115,348.45874018763163
3203502,60,18894,317.56113051762463
3203601,19,5496,345.7059679767103
3203700,38,17319,219.41220624747388
3203809,55,15526,354.2444931083344
3203908,87,50434,172.50267676567395
3204005,22,23306,94.3962928001373
3204054,44,26381,166.78670255107843
3204104,13,27327,47.57199838987082
3204203,42,22053,190.45027887362264
3204252,3,7940,37.78337531486146
3204302,9,11658,77.20020586721564
3204351,26,19271,134.91775206268485
3204401,18,11626,154.82539136418373
3204500,26,12197,213.16717225547265
3204559,77,41015,187.7361940753383
3204609,179,23724,754.5102006407014
3204658,11,8687,126.62599286289858
3204708,61,38522,158.3510721146358
3204807,184,10546,1744.7373411720084
3204906,1072,132642,808.1904675743731
3204955,8,12510,63.948840927258196
3205002,3345,527240,634.4359305060314
3205010,9,30680,29.335071707953063
3205036,31,21591,143.5783428280302
3205069,196,25745,761.3128762866576
3205101,87,79500,109.43396226415095
3205150,2,9244,21.635655560363478
3205176,8,14073,56.84644354437575
3205200,2948,501325,588.0416895227647
3205309,2028,365855,554.3179675007858
3300100,850,207044,410.5407546222059
3300159,43,11901,361.3141752793883
3300209,492,134293,366.36310157640384
3300225,24,12669,189.43878759175942
3300233,128,34477,371.26200075412595
3300258,149,30593,487.03951884418007
3300308,259,100764,257.0362431026954
3300407,1019,184833,551.3084784643435
3300456,1169,513118,227.8228399705331
3300506,77,27616,278.82387022016223
3300605,613,37203,1647.7165819960755
3300704,1128,230378,489.6300862061482
3300803,180,59303,303.5259599008482
3300902,52,15514,335.18112672424905
3300936,22,16586,132.64198721813577
3300951,16,8576,186.56716417910448
3301009,3002,511168,587.2824589958683
3301108,86,20168,426.41808806029354
3301157,42,12821,327.58755167303644
3301207,74,19030,388.8596952180767
3301306,98,45041,217.5795386425701
3301405,50,23398,213.69347807504914
3301504,65,22041,294.9049498661585
3301603,46,11528,399.02845246356696
3301702,5779,924624,625.0108152070463
3301801,32,14071,227.41809395210007
3301850,156,61388,254.1213266436437
3301876,129,28837,447.3419565142005
3301900,1261,242543,519.9078101614971
3302007,452,134819,335.26431734399455
3302056,23,15299,150.336623308713
3302106,169,23222,727.758160365171
3302205,871,103800,839.1136801541426
3302254,63,32064,196.48203592814372
3302270,214,105548,202.75135483381968
3302304,33,7326,450.45045045045043
3302403,933,261501,356.7863985223766
3302452,3,5623,53.35230304108127
3302502,819,246433,332.3418535666895
3302601,168,45220,371.5170278637771
3302700,901,164504,547.7070466371638
3302809,77,18648,412.91291291291293
3302858,464,176569,262.7867859023951
3302908,221,25581,863.9224424377468
3303005,148,27154,545.0394048758931
3303104,39,15311,254.71882959963426
3303203,639,162693,392.7642861094208
3303302,4452,515317,863.9342385366677
3303401,1080,191158,564.9776624572344
3303500,3342,823302,405.9263793844786
3303609,193,52683,366.3420837841429
3303708,156,44518,350.4200548092906
3303807,169,43680,386.9047619047619
3303856,15,27858,53.844497092397155
3303906,2321,306678,756.8198566574714
3303955,51,25364,201.07238605898124
3304003,88,29545,297.8507361651718
3304102,29,18960,152.95358649789029
3304110,78,19974,390.50765995794535
3304128,44,14435,304.8146865258053
3304144,354,151335,233.91812865497076
3304151,128,25126,509.4324603995861
3304201,707,132312,534.3430679001149
3304300,333,60573,549.7498885642118
3304409,38,18605,204.2461703843053
3304508,9,9344,96.31849315068493
3304524,449,155193,289.31717281062936
3304557,44876,6747815,665.0449071291966
3304607,29,10392,279.06081601231716
3304706,170,42594,399.11724656054844
3304755,178,42210,421.7010187159441
3304805,228,38710,588.9950917075691
3304904,3909,1091737,358.05326740780976
3305000,182,36423,499.68426543667465
3305109,1296,472906,274.0502340845749
3305133,6,7206,83.2639467110741
3305158,57,21916,260.08395692644643
3305208,222,106049,209.33719318428274
3305307,42,9387,447.42729306487695
3305406,30,18249,164.39256945586058
3305505,539,90583,595.0343883510151
3305554,220,83092,264.7667645501372
3305604,57,21774,261.78010471204186
3305703,51,15667,325.5249888300249
3305752,63,34610,182.0283155157469
3305802,857,184240,465.154146765089
3305901,33,10640,310.1503759398496
3306008,549,82142,668.3548002240024
3306107,370,76869,481.33838088175986
3306156,18,11106,162.07455429497568
3306206,458,37083,1235.067281503654
3306305,2286,273988,834.3431099172227
3500105,273,35111,777.534106120589
3500204,3,3554,84.41193021947102
3500303,41,36648,111.87513643309322
3500402,10,8221,121.6397031991242
3500501,100,18808,531.6886431305827
3500550,7,6109,114.58503846783434
3500600,13,3521,369.2132916785004
3500709,54,37401,144.3811662789765
3500758,2,6129,32.6317506934247
3500808,1,4184,23.90057361376673
3501004,31,16203,191.3225945812504
3501103,1,4088,24.461839530332682
3501152,22,18767,117.22704747695423
3501202,3,3647,82.25939128050453
3501301,46,24998,184.0147211776942
3501400,1,5274,18.960940462646946
3501509,6,3237,185.35681186283597
3501608,1037,242018,428.48052624184976
3501707,255,41032,621.4661727432248
3501806,13,5981,217.35495736498913
3501905,398,72677,547.6285482339667
3502002,5,5056,98.89240506329114
3502101,393,57202,687.0389147232614
3502200,63,25479,247.2624514305899
3502309,12,6819,175.9788825340959
3502408,5,4144,120.65637065637065
3502507,197,36185,544.4244852839574
3502606,15,4158,360.75036075036076
3502705,95,24226,392.14067530752084
3502754,16,22860,69.9912510936133
3502804,1355,198129,683.897864522609
3502903,31,34776,89.14193696802393
3503000,6,5655,106.10079575596816
3503109,8,6365,125.68735271013354
3503158,2,2460,81.30081300813008
3503208,1229,238339,515.6520754052002
3503307,540,135506,398.5063392026921
3503356,1,1773,56.40157924421884
3503406,23,8613,267.0381980726808
3503505,12,3896,308.0082135523614
3503604,8,11158,71.69743681663381
3503703,8,9761,81.9588156951132
3503802,97,55340,175.28008673653775
3503901,282,91157,309.35638513772943
3503950,5,1818,275.027502750275
3504008,667,105087,634.7121908513898
3504107,591,144088,410.1660096607629
3504206,69,15253,452.3700255687406
3504305,2,5436,36.79175864606328
3504404,3,13859,21.64658344757919
3504503,319,91232,349.6580147316731
3504602,12,17761,67.5637633016159
3504800,20,9139,218.842324105482
3504909,15,10993,136.45046847994178
3505203,137,35558,385.2860115867034
3505302,152,36126,420.74959862702764
3505351,6,5760,104.16666666666667
3505401,5,7632,65.51362683438155
3505500,1514,122833,1232.5677952993087
3505609,41,33180,123.56841470765521
3505708,1543,276982,557.0759110700334
3505807,25,20953,119.31465661241828
3505906,296,62980,469.9904731660845
3506003,2242,379297,591.0935230175826
3506102,298,77555,384.243440139256
3506300,28,11158,250.94102885821832
3506359,141,64723,217.8514592957681
3506409,10,8117,123.19822594554638
3506508,587,124883,470.0399574001265
3506607,47,32936,142.7009958707797
3506706,14,15018,93.22146757224664
3506805,16,12452,128.493414712496
3506904,15,11921,125.82837010317927
3507001,103,62170,165.67476274730578
3507100,27,25985,103.9060996728882
3507159,2,3984,50.200803212851405
3507308,2,4868,41.084634346754314
3507407,52,16164,321.7025488740411
3507506,975,148130,658.2056301896982
3507605,978,170533,573.4960388898336
3507704,1,5741,17.41856819369448
3507753,2,2889,69.22810661128418
3507803,35,25277,138.46579894765992
3507902,65,24636,263.84153271635006
3508009,36,19965,180.31555221637865
3508108,49,17281,283.54840576355537
3508306,3,4243,70.70469007777515
3508405,82,50429,162.6048503837078
3508504,233,95018,245.21669578395674
3508603,84,33581,250.14144903367975
3508702,46,19009,241.99063601451942
3508801,22,17843,123.29765174017822
3508900,1,4193,23.849272597185784
3509007,223,102775,216.97883726587204
3509205,217,77934,278.4407319013524
3509254,14,28494,49.133150838773076
3509304,26,10596,245.3756134390336
3509403,109,26393,412.98829235024436
3509452,3,6057,49.52947003467063
3509502,6200,1213792,510.7959189053808
3509601,224,85541,261.86273249085235
3509700,225,52405,429.34834462360465
3509809,2,4997,40.024014408645186
3509908,12,12541,95.68614942987003
3510005,205,31346,653.9909398328335
3510104,1,2799,35.72704537334762
3510153,1,5292,18.89644746787604
3510203,204,47118,432.95555838533045
3510302,51,20985,243.03073624017156
3510401,214,56379,379.5739548413416
3510500,580,123389,470.05810890760114
3510609,1084,403183,268.8605422351637
3510708,7,12349,56.68475180176532
3510807,101,30520,330.9305373525557
3510906,5,2505,199.6007984031936
3511003,50,21267,235.10603282080217
3511102,1496,122497,1221.2543980668913
3511201,3,7855,38.192234245703375
3511300,14,9346,149.7967044725016
3511409,22,20191,108.95943737308701
3511508,73,49802,146.58045861611984
3511607,42,18375,228.57142857142858
3511706,13,17367,74.85460931651984
3511904,9,8757,102.77492291880782
3512001,31,18535,167.25114647963312
3512100,2,6216,32.17503217503217
3512209,47,28273,166.23633855621972
3512308,37,18019,205.3388090349076
3512407,28,24826,112.78498348505599
3512506,2,6129,32.6317506934247
3512704,5,4064,123.03149606299213
3512803,154,73474,209.5979530173939
3512902,9,7298,123.32145793368046
3513009,1041,253608,410.47601022049776
3513108,96,35579,269.8220860620029
3513207,9,8718,103.2346868547832
3513306,3,2046,146.6275659824047
3513405,324,82571,392.38957987671216
3513504,520,131626,395.0587269992251
3513603,63,21459,293.583111980987
3513702,79,33910,232.96962547920967
3513801,1181,426757,276.7382843163674
3513850,3,1799,166.75931072818233
3513900,41,11086,369.8358289734801
3514007,3,9010,33.29633740288568
3514106,70,27512,254.43442861296887
3514205,2,2112,94.6969696969697
3514304,25,8878,281.5949538184276
3514403,357,47043,758.8801734583253
3514502,109,12433,876.6991072146707
3514601,4,10023,39.908211114436796
3514700,7,6064,115.4353562005277
3514809,40,15544,257.3340195573855
3514908,17,17936,94.7814451382694
3514924,4,3697,108.19583446037328
3514957,2,2449,81.66598611678236
3515004,473,276535,171.04525647748025
3515103,143,69901,204.5750418448949
3515152,10,21249,47.06103816650195
3515186,198,44471,445.23397270131096
3515194,2,4878,41.00041000410004
3515202,13,8419,154.41263808053213
3515350,3,9325,32.171581769437
3515400,49,16070,304.9159925326696
3515509,545,69402,785.279963113455
3515608,4,5794,69.03693476009666
3515657,2,1727,115.80775911986103
3515707,538,196500,273.7913486005089
3515806,2,1430,139.86013986013987
3515905,1,2900,34.48275862068966
3516002,29,14790,196.07843137254903
3516101,7,2653,263.85224274406335
3516200,1772,355901,497.8912675154046
3516309,439,177633,247.1387636306317
3516408,874,156492,558.4950029394474
3516606,22,6482,339.4014193150262
3516705,185,44409,416.5822243238983
3516804,7,4860,144.03292181069958
3516853,11,4815,228.4527518172378
3516903,14,10862,128.88970723623643
3517000,18,11447,157.24644011531404
3517307,17,5785,293.86343993085563
3517406,114,41040,277.77777777777777
3517505,25,21775,114.8105625717566
3517604,52,17025,305.4331864904552
3517703,36,21308,168.95062887178526
3517802,33,8290,398.0699638118215
3517901,21,11287,186.0547532559582
3518008,1,1998,50.050050050050054
3518107,8,6675,119.8501872659176
3518206,82,33100,247.73413897280966
3518305,65,30136,215.68887709052296
3518404,679,122505,554.2630913023958
3518503,12,18887,63.53576534124001
3518602,98,40487,242.0530046681651
3518701,975,322750,302.0914020139427
3518800,4824,1392121,346.5216026480457
3518859,12,7709,155.6622129977948
3518909,1,5307,18.84303749764462
3519006,22,9588,229.453483521068
3519055,19,15272,124.41068622315349
3519071,478,234259,204.04765665353307
3519105,13,11858,109.6306291111486
3519204,8,6295,127.08498808578237
3519253,2,9517,21.015025743406536
3519303,50,35472,140.95624718087507
3519402,17,12518,135.8044416040901
3519501,1,7841,12.753475322025253
3519600,277,60600,457.09570957095707
3519709,222,79479,279.3190654135054
3519808,10,8304,120.42389210019267
3519907,22,8194,268.4891383939468
3520004,3,24749,12.121701886944926
3520103,72,30614,235.1865159730842
3520202,4,9583,41.74058228112282
3520301,32,30989,103.26244796540708
3520400,55,35591,154.53344946756204
3520426,13,11362,114.41647597254004
3520442,204,26788,761.535015678662
3520509,804,256223,313.78916022371135
3520608,1,4879,20.496003279360526
3520707,4,3886,102.9336078229542
3520806,2,4019,49.76362279173924
3520905,41,15069,272.0817572499834
3521002,30,37964,79.02223158782004
3521101,5,7687,65.04488096786783
3521150,4,5476,73.04601899196494
3521200,4,4199,95.26077637532745
3521309,32,16604,192.7246446639364
3521408,24,24614,97.50548468351344
3521507,8,8048,99.40357852882704
3521606,2,8325,24.024024024024023
3521705,40,17480,228.83295194508008
3521804,36,27382,131.47323058943832
3521903,21,15297,137.28181996469897
3522109,564,103102,547.0310954200694
3522208,904,177662,508.83137643390256
3522307,886,165526,535.2633423148025
3522406,567,94804,598.0760305472343
3522505,866,240961,359.394258821967
3522604,413,75234,548.9539304038068
3522653,6,4268,140.58106841611996
3522703,249,43331,574.6463271099213
3522802,72,15173,474.52712054306994
3522901,15,14147,106.0295469004029
3523107,845,375011,225.3267237494367
3523206,138,50642,272.5010860550531
3523305,19,17598,107.96681441072849
3523404,344,122581,280.63076659514934
3523503,21,20921,100.3776110128579
3523602,26,18387,141.40425300484037
3523701,4,6543,61.134036374751645
3523800,11,7852,140.0916963830871
3523909,578,175568,329.2171694158389
3524006,121,62813,192.6352825052139
3524105,402,42045,956.1184445237246
3524204,6,6946,86.38065073423553
3524303,303,77652,390.20244166280327
3524402,849,235416,360.63818941788156
3524501,22,7196,305.7254030016676
3524600,17,17889,95.03046564928168
3524709,172,58722,292.9055549879091
3524808,492,49201,999.9796752098534
3524907,3,6717,44.662795891022775
3525003,105,126356,83.09854696255026
3525102,47,44970,104.51412052479431
3525201,68,30617,222.0988339811216
3525300,1437,151881,946.1354613151085
3525409,5,3151,158.67978419549348
3525508,22,13338,164.9422702054281
3525706,85,37366,227.47952684258416
3525805,4,4800,83.33333333333333
3525904,2313,423006,546.8007545992256
3526001,87,20831,417.6467764389612
3526100,19,18718,101.50657121487339
3526209,26,31646,82.15888263919611
3526308,6,4889,122.72448353446512
3526407,64,28785,222.33802327601182
3526506,2,12285,16.28001628001628
3526704,433,104346,414.9655952312499
3526803,184,68990,266.7053196115379
3526902,1504,308482,487.5487062454211
3527009,1,8092,12.357884330202669
3527108,473,78503,602.5247442772887
3527207,337,89125,378.12061711079946
3527256,3,2300,130.43478260869566
3527306,120,49993,240.03360470465864
3527405,107,21886,488.8970117883579
3527504,1,2403,41.61464835622139
3527603,9,15292,58.854302903478946
3527702,7,5855,119.55593509820666
3527801,6,4596,130.54830287206266
3527900,4,2636,151.74506828528072
3528007,37,17214,214.9413268270013
3528106,14,8147,171.84239597397814
3528205,6,3692,162.51354279523292
3528304,3,3102,96.71179883945841
3528403,52,47441,109.60983115870239
3528502,198,101937,194.23761735189382
3528601,8,9910,80.72653884964681
3528809,32,14036,227.98518096323738
3528858,3,3064,97.911227154047
3528908,2,4091,48.887802493277924
3529005,1553,240590,645.4964878008229
3529104,9,2106,427.35042735042737
3529203,89,26628,334.2346402283311
3529302,465,83626,556.0471623657714
3529401,1531,477552,320.59335946661304
3529500,8,5565,143.75561545372867
3529609,2,3824,52.30125523012552
3529658,1,1905,52.493438320209975
3529708,43,22355,192.35070454037128
3529807,17,12966,131.11213944161653
3529906,15,19643,76.36308099577458
3530003,6,3106,193.1745009658725
3530102,178,29706,599.2055477008012
