sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
RJ,Mangaratiba,7.0,17.0,0.4117647058823529
AM,Codajás,7.0,10.0,0.7
MG,Padre Paraíso,8.0,12.0,0.6666666666666666
SP,Chavantes,8.0,9.0,0.8888888888888888
MS,Aparecida do Taboado,8.0,13.0,0.6153846153846154
MS,Água Clara,8.0,12.0,0.6666666666666666
MS,Ribas do Rio Pardo,8.0,15.0,0.5333333333333333
PR,Cambé,8.0,20.0,0.4
PR,Astorga,8.0,13.0,0.6153846153846154
SP,Pereira Barreto,8.0,10.0,0.8
SP,Penápolis,8.0,14.0,0.5714285714285714
MG,Andradas,8.0,11.0,0.7272727272727273
MG,Paraisópolis,8.0,14.0,0.5714285714285714
ES,Piúma,8.0,21.0,0.38095238095238093
ES,Anchieta,8.0,12.0,0.6666666666666666
PA,Santo Antônio do Tauá,8.0,14.0,0.5714285714285714
MG,Itaobim,8.0,12.0,0.6666666666666666
BA,Conceição do Jacuípe,8.0,15.0,0.5333333333333333
PE,Garanhuns,8.0,20.0,0.4
MA,São Mateus do Maranhão,8.0,11.0,0.7272727272727273
SP,Piraju,8.0,13.0,0.6153846153846154
PE,Cabrobó,8.0,14.0,0.5714285714285714
PA,Marituba,8.0,29.0,0.27586206896551724
SP,Salto,8.0,19.0,0.42105263157894735
SP,Tanabi,8.0,17.0,0.47058823529411764
SP,Votuporanga,8.0,16.0,0.5
SP,Fernandópolis,8.0,13.0,0.6153846153846154
PR,Paranavaí,8.0,17.0,0.47058823529411764
SC,São Miguel do Oeste,8.0,12.0,0.6666666666666666
SC,Campo Erê,8.0,13.0,0.6153846153846154
MG,Além Paraíba,8.0,12.0,0.6666666666666666
SC,Fraiburgo,8.0,13.0,0.6153846153846154
SP,São Roque,8.0,17.0,0.47058823529411764
RS,Santo Ângelo,8.0,15.0,0.5333333333333333
MT,Lucas do Rio Verde,8.0,19.0,0.42105263157894735
MT,Alta Floresta,8.0,16.0,0.5
MT,Guarantã do Norte,8.0,13.0,0.6153846153846154
RO,Machadinho D'Oeste,8.0,17.0,0.47058823529411764
MG,Astolfo Dutra,8.0,9.0,0.8888888888888888
AC,Plácido de Castro,8.0,13.0,0.6153846153846154
MG,Urucânia,8.0,9.0,0.8888888888888888
AC,Epitaciolândia,8.0,14.0,0.5714285714285714
AM,Tabatinga,8.0,17.0,0.47058823529411764
MT,Comodoro,8.0,15.0,0.5333333333333333
PA,Afuá,8.0,10.0,0.8
SP,Nipoã,8.0,14.0,0.5714285714285714
RJ,Santo Antônio de Pádua,8.0,20.0,0.4
SP,Cubatão,8.0,23.0,0.34782608695652173
SP,Taboão da Serra,8.0,26.0,0.3076923076923077
SP,Itaquaquecetuba,8.0,20.0,0.4
SP,Itapevi,8.0,15.0,0.5333333333333333
SP,Embu-Guaçu,8.0,20.0,0.4
SP,Biritiba Mirim,8.0,18.0,0.4444444444444444
SP,Juquiá,8.0,15.0,0.5333333333333333
PA,Juruti,8.0,16.0,0.5
PA,Oriximiná,8.0,16.0,0.5
SP,Mirassol,8.0,18.0,0.4444444444444444
PA,Almeirim,8.0,15.0,0.5333333333333333
AP,Calçoene,8.0,15.0,0.5333333333333333
SP,Lorena,8.0,14.0,0.5714285714285714
SP,Caraguatatuba,8.0,24.0,0.3333333333333333
RN,Governador Dix-Sept Rosado,8.0,11.0,0.7272727272727273
ES,Baixo Guandu,8.0,16.0,0.5
SP,Atibaia,8.0,22.0,0.36363636363636365
ES,Nova Venécia,8.0,16.0,0.5
SP,Itatiba,8.0,20.0,0.4
SP,Cabreúva,8.0,12.0,0.6666666666666666
SP,Eldorado,8.0,12.0,0.6666666666666666
PA,Santa Bárbara do Pará,8.0,12.0,0.6666666666666666
PA,Chaves,8.0,16.0,0.5
AP,Mazagão,8.0,15.0,0.5333333333333333
SP,Taquaritinga,8.0,14.0,0.5714285714285714
PR,Campo Mourão,8.0,14.0,0.5714285714285714
SC,Timbó Grande,8.0,11.0,0.7272727272727273
SC,Três Barras,8.0,14.0,0.5714285714285714
SC,Rio Negrinho,8.0,15.0,0.5333333333333333
MS,Sidrolândia,8.0,14.0,0.5714285714285714
MG,Barroso,8.0,14.0,0.5714285714285714
MS,Rio Verde de Mato Grosso,8.0,9.0,0.8888888888888888
GO,Campinorte,8.0,14.0,0.5714285714285714
SP,Ipuã,8.0,12.0,0.6666666666666666
PR,Guaratuba,8.0,15.0,0.5333333333333333
GO,Niquelândia,8.0,16.0,0.5
GO,Uruaçu,8.0,15.0,0.5333333333333333
AM,Autazes,8.0,14.0,0.5714285714285714
AM,Careiro,8.0,11.0,0.7272727272727273
PR,Quitandinha,8.0,14.0,0.5714285714285714
PR,Quatro Barras,8.0,15.0,0.5333333333333333
PR,Pinhais,8.0,18.0,0.4444444444444444
PR,Araucária,8.0,21.0,0.38095238095238093
PA,Benevides,8.0,20.0,0.4
PR,Guaraqueçaba,8.0,16.0,0.5
MG,Tocantins,8.0,12.0,0.6666666666666666
MG,São João del Rei,8.0,18.0,0.4444444444444444
MG,Nepomuceno,8.0,17.0,0.47058823529411764
MA,Santa Inês,8.0,18.0,0.4444444444444444
MA,Governador Nunes Freire,8.0,18.0,0.4444444444444444
MA,Governador Edison Lobão,8.0,10.0,0.8
PI,Campo Maior,8.0,13.0,0.6153846153846154
CE,São Gonçalo do Amarante,8.0,15.0,0.5333333333333333
CE,Itapajé,8.0,14.0,0.5714285714285714
PE,Petrolândia,8.0,14.0,0.5714285714285714
PE,Santa Maria da Boa Vista,8.0,11.0,0.7272727272727273
AL,Arapiraca,8.0,22.0,0.36363636363636365
MG,Ijaci,8.0,11.0,0.7272727272727273
AL,Palmeira dos Índios,8.0,11.0,0.7272727272727273
MG,Itacarambi,8.0,14.0,0.5714285714285714
MG,Januária,8.0,18.0,0.4444444444444444
ES,Pinheiros,8.0,16.0,0.5
RJ,Conceição de Macabu,8.0,15.0,0.5333333333333333
SP,Barrinha,8.0,19.0,0.42105263157894735
SP,Luís Antônio,8.0,14.0,0.5714285714285714
SP,Apiaí,8.0,13.0,0.6153846153846154
SP,Santa Rosa de Viterbo,8.0,15.0,0.5333333333333333
SP,Boituva,8.0,18.0,0.4444444444444444
SE,Lagarto,8.0,14.0,0.5714285714285714
MS,Nova Andradina,8.0,14.0,0.5714285714285714
MG,Congonhas,8.0,19.0,0.42105263157894735
PE,Lagoa do Carro,8.0,11.0,0.7272727272727273
MG,São João Evangelista,8.0,12.0,0.6666666666666666
GO,Rio Verde,8.0,13.0,0.6153846153846154
GO,Piracanjuba,8.0,14.0,0.5714285714285714
ES,Guaçuí,8.0,13.0,0.6153846153846154
SP,Marília,8.0,23.0,0.34782608695652173
ES,Muniz Freire,8.0,11.0,0.7272727272727273
ES,Mimoso do Sul,8.0,14.0,0.5714285714285714
GO,Itumbiara,8.0,21.0,0.38095238095238093
GO,Ipameri,8.0,14.0,0.5714285714285714
RJ,Araruama,8.0,21.0,0.38095238095238093
MT,Primavera do Leste,8.0,12.0,0.6666666666666666
RJ,São Pedro da Aldeia,8.0,27.0,0.2962962962962963
MT,Pedra Preta,8.0,16.0,0.5
RJ,Rio das Ostras,8.0,24.0,0.3333333333333333
GO,Goiatuba,8.0,16.0,0.5
GO,Quirinópolis,8.0,18.0,0.4444444444444444
GO,São Simão,8.0,15.0,0.5333333333333333
PA,Ulianópolis,8.0,13.0,0.6153846153846154
RJ,Seropédica,8.0,23.0,0.34782608695652173
RJ,Maricá,8.0,16.0,0.5
RN,São Gonçalo do Amarante,8.0,11.0,0.7272727272727273
MG,Água Boa,8.0,11.0,0.7272727272727273
BA,Itapetinga,8.0,13.0,0.6153846153846154
BA,Brumado,8.0,13.0,0.6153846153846154
PE,Goiana,8.0,15.0,0.5333333333333333
BA,Itambé,8.0,15.0,0.5333333333333333
PA,Tucumã,8.0,18.0,0.4444444444444444
PA,Novo Progresso,8.0,12.0,0.6666666666666666
MG,Sardoá,8.0,9.0,0.8888888888888888
PA,Parauapebas,8.0,24.0,0.3333333333333333
BA,Conde,8.0,11.0,0.7272727272727273
MG,Malacacheta,8.0,15.0,0.5333333333333333
PA,Jacundá,8.0,16.0,0.5
SP,Avaré,8.0,21.0,0.38095238095238093
SP,Tietê,8.0,15.0,0.5333333333333333
RS,Camaquã,8.0,16.0,0.5
SP,Bariri,8.0,12.0,0.6666666666666666
RS,Estrela,8.0,16.0,0.5
PR,Quedas do Iguaçu,8.0,15.0,0.5333333333333333
MS,Naviraí,8.0,15.0,0.5333333333333333
BA,Santo Antônio de Jesus,8.0,19.0,0.42105263157894735
MT,Santo Antônio de Leverger,8.0,12.0,0.6666666666666666
GO,Corumbá de Goiás,8.0,12.0,0.6666666666666666
SP,Pirapozinho,8.0,12.0,0.6666666666666666
PR,Pitanga,8.0,10.0,0.8
BA,Candeias,8.0,20.0,0.4
PR,Pinhão,8.0,16.0,0.5
PE,Moreno,8.0,19.0,0.42105263157894735
SP,Dracena,8.0,18.0,0.4444444444444444
SP,Presidente Epitácio,8.0,17.0,0.47058823529411764
PE,Abreu e Lima,8.0,19.0,0.42105263157894735
GO,Novo Gama,8.0,24.0,0.3333333333333333
MG,Araguari,8.0,18.0,0.4444444444444444
MG,Tupaciguara,8.0,14.0,0.5714285714285714
MG,Patos de Minas,8.0,20.0,0.4
SP,Barra Bonita,8.0,20.0,0.4
SP,Igaraçu do Tietê,8.0,18.0,0.4444444444444444
RS,Sapucaia do Sul,8.0,18.0,0.4444444444444444
SP,Cafelândia,8.0,16.0,0.5
SP,Promissão,8.0,14.0,0.5714285714285714
MG,Santo Antônio do Monte,8.0,10.0,0.8
MG,Santana do Paraíso,8.0,18.0,0.4444444444444444
MG,Timóteo,8.0,16.0,0.5
SC,Palhoça,8.0,16.0,0.5
PR,Castro,8.0,12.0,0.6666666666666666
SP,Américo Brasiliense,8.0,14.0,0.5714285714285714
SC,Camboriú,8.0,14.0,0.5714285714285714
RJ,Porto Real,8.0,16.0,0.5
RJ,Piraí,8.0,14.0,0.5714285714285714
MG,São Gotardo,8.0,11.0,0.7272727272727273
SP,Macatuba,8.0,13.0,0.6153846153846154
CE,Quixeramobim,8.0,16.0,0.5
PA,Altamira,8.0,18.0,0.4444444444444444
GO,Iporá,8.0,15.0,0.5333333333333333
CE,Barbalha,8.0,10.0,0.8
MG,Campos Gerais,8.0,14.0,0.5714285714285714
GO,Nerópolis,8.0,15.0,0.5333333333333333
MG,Rio Acima,8.0,13.0,0.6153846153846154
BA,Camamu,8.0,9.0,0.8888888888888888
PA,Acará,8.0,14.0,0.5714285714285714
BA,Mucuri,8.0,19.0,0.42105263157894735
MG,Mariana,8.0,20.0,0.4
MG,Cabo Verde,8.0,10.0,0.8
BA,Prado,8.0,15.0,0.5333333333333333
MG,Itabirito,8.0,17.0,0.47058823529411764
SP,Amparo,8.0,18.0,0.4444444444444444
PA,Moju,8.0,19.0,0.42105263157894735
AM,Borba,8.0,17.0,0.47058823529411764
MG,Três Corações,8.0,22.0,0.36363636363636365
SP,São José do Rio Pardo,8.0,15.0,0.5333333333333333
SP,Jaguariúna,8.0,19.0,0.42105263157894735
SP,Tambaú,8.0,11.0,0.7272727272727273
GO,Goianésia,8.0,16.0,0.5
SP,Monte Mor,8.0,21.0,0.38095238095238093
MG,Muzambinho,8.0,10.0,0.8
GO,São Luís de Montes Belos,8.0,11.0,0.7272727272727273
GO,Jaraguá,8.0,14.0,0.5714285714285714
SP,Vinhedo,8.0,16.0,0.5
SP,Engenheiro Coelho,8.0,14.0,0.5714285714285714
MG,Nova Lima,8.0,23.0,0.34782608695652173
BA,Gandu,8.0,11.0,0.7272727272727273
GO,Goianira,8.0,13.0,0.6153846153846154
PA,Mocajuba,8.0,15.0,0.5333333333333333
MG,Cambuquira,8.0,14.0,0.5714285714285714
PR,Pato Branco,8.0,16.0,0.5
PR,Foz do Iguaçu,8.0,23.0,0.34782608695652173
GO,Bela Vista de Goiás,8.0,11.0,0.7272727272727273
PR,Chopinzinho,8.0,13.0,0.6153846153846154
MA,Chapadinha,8.0,17.0,0.47058823529411764
MG,Nova Era,8.0,13.0,0.6153846153846154
SP,Leme,8.0,19.0,0.42105263157894735
PA,Ipixuna do Pará,8.0,13.0,0.6153846153846154
SC,Imbituba,8.0,15.0,0.5333333333333333
PR,Ibema,8.0,15.0,0.5333333333333333
MG,Itabira,8.0,17.0,0.47058823529411764
PA,Santa Maria do Pará,8.0,12.0,0.6666666666666666
SC,Araranguá,8.0,16.0,0.5
RS,São Gabriel,8.0,14.0,0.5714285714285714
SP,Araras,8.0,19.0,0.42105263157894735
MG,Passos,8.0,15.0,0.5333333333333333
RJ,Resende,9.0,22.0,0.4090909090909091
MG,Sabará,9.0,20.0,0.45
SP,Suzano,9.0,19.0,0.47368421052631576
SP,Paulínia,9.0,19.0,0.47368421052631576
SP,Santa Bárbara d'Oeste,9.0,17.0,0.5294117647058824
PE,Petrolina,9.0,16.0,0.5625
PE,Igarassu,9.0,14.0,0.6428571428571429
MT,Barra do Bugres,9.0,16.0,0.5625
RJ,Valença,9.0,17.0,0.5294117647058824
MG,São Domingos do Prata,9.0,14.0,0.6428571428571429
SP,Itapeva,9.0,15.0,0.6
MG,Salinas,9.0,11.0,0.8181818181818182
SP,Arujá,9.0,25.0,0.36
BA,Catu,9.0,17.0,0.5294117647058824
SP,Artur Nogueira,9.0,17.0,0.5294117647058824
ES,Conceição da Barra,9.0,18.0,0.5
AM,Barcelos,9.0,15.0,0.6
MG,Pará de Minas,9.0,19.0,0.47368421052631576
PE,Paulista,9.0,29.0,0.3103448275862069
SP,Osvaldo Cruz,9.0,15.0,0.6
BA,Camaçari,9.0,25.0,0.36
BA,São Sebastião do Passé,9.0,19.0,0.47368421052631576
BA,Santo Amaro,9.0,16.0,0.5625
MG,Santa Bárbara,9.0,14.0,0.6428571428571429
MG,Raul Soares,9.0,15.0,0.6
ES,João Neiva,9.0,14.0,0.6428571428571429
MG,Bocaiúva,9.0,16.0,0.5625
SP,São José do Rio Preto,9.0,27.0,0.3333333333333333
TO,Porto Nacional,9.0,15.0,0.6
PA,Dom Eliseu,9.0,16.0,0.5625
RO,Ariquemes,9.0,19.0,0.47368421052631576
PA,Itupiranga,9.0,13.0,0.6923076923076923
RS,Sant'Ana do Livramento,9.0,19.0,0.47368421052631576
SC,Tubarão,9.0,14.0,0.6428571428571429
PA,Novo Repartimento,9.0,18.0,0.5
PA,Xinguara,9.0,14.0,0.6428571428571429
MG,Carangola,9.0,20.0,0.45
ES,São Gabriel da Palha,9.0,19.0,0.47368421052631576
MS,Corumbá,9.0,18.0,0.5
RS,Erechim,9.0,16.0,0.5625
SC,Lebon Régis,9.0,11.0,0.8181818181818182
PR,Cianorte,9.0,16.0,0.5625
SP,Conchal,9.0,14.0,0.6428571428571429
RJ,Tanguá,9.0,16.0,0.5625
SP,Itu,9.0,25.0,0.36
SP,Mairinque,9.0,19.0,0.47368421052631576
MG,João Pinheiro,9.0,12.0,0.75
CE,Crato,9.0,16.0,0.5625
BA,Luís Eduardo Magalhães,9.0,17.0,0.5294117647058824
BA,Valença,9.0,24.0,0.375
AP,Laranjal do Jari,9.0,17.0,0.5294117647058824
AP,Itaubal,9.0,15.0,0.6
RS,Gravataí,9.0,21.0,0.42857142857142855
MG,Lagoa Santa,9.0,17.0,0.5294117647058824
MG,Igarapé,9.0,17.0,0.5294117647058824
MG,Ubá,9.0,22.0,0.4090909090909091
PA,Ponta de Pedras,9.0,16.0,0.5625
PA,Muaná,9.0,16.0,0.5625
SP,Peruíbe,9.0,23.0,0.391304347826087
SP,São João da Boa Vista,9.0,21.0,0.42857142857142855
RS,São Leopoldo,9.0,17.0,0.5294117647058824
AM,Benjamin Constant,9.0,17.0,0.5294117647058824
RS,Charqueadas,9.0,17.0,0.5294117647058824
RS,Torres,9.0,16.0,0.5625
MT,Campo Verde,9.0,15.0,0.6
BA,Porto Seguro,9.0,23.0,0.391304347826087
AC,Rio Branco,9.0,31.0,0.2903225806451613
BA,Nova Viçosa,9.0,15.0,0.6
SP,Iracemápolis,9.0,15.0,0.6
MT,Tangará da Serra,9.0,18.0,0.5
RN,Caicó,9.0,17.0,0.5294117647058824
SP,São Vicente,9.0,23.0,0.391304347826087
ES,Domingos Martins,9.0,16.0,0.5625
MG,Guaxupé,9.0,17.0,0.5294117647058824
AM,Manicoré,9.0,17.0,0.5294117647058824
PA,Abaetetuba,9.0,20.0,0.45
MG,Alfenas,9.0,20.0,0.45
RS,Cachoeira do Sul,9.0,19.0,0.47368421052631576
PA,Augusto Corrêa,9.0,15.0,0.6
SC,Brusque,9.0,20.0,0.45
MG,Lambari,9.0,23.0,0.391304347826087
RS,Bento Gonçalves,9.0,19.0,0.47368421052631576
RS,Vacaria,9.0,14.0,0.6428571428571429
BA,Irecê,9.0,15.0,0.6
SE,Estância,9.0,14.0,0.6428571428571429
AL,Marechal Deodoro,9.0,10.0,0.9
GO,Inhumas,9.0,14.0,0.6428571428571429
PR,Teixeira Soares,9.0,12.0,0.75
PE,Gravatá,9.0,17.0,0.5294117647058824
MT,Barra do Garças,9.0,19.0,0.47368421052631576
PR,Imbituva,9.0,13.0,0.6923076923076923
SP,Paraguaçu Paulista,9.0,16.0,0.5625
GO,Porangatu,9.0,15.0,0.6
PE,Palmares,9.0,19.0,0.47368421052631576
SP,São Manuel,9.0,12.0,0.75
SP,Santa Cruz do Rio Pardo,9.0,13.0,0.6923076923076923
SP,Jaú,9.0,24.0,0.375
ES,Castelo,9.0,16.0,0.5625
SP,Lençóis Paulista,9.0,20.0,0.45
PA,Barcarena,9.0,20.0,0.45
PR,Fazenda Rio Grande,9.0,20.0,0.45
SP,Garça,9.0,14.0,0.6428571428571429
SP,Assis,9.0,20.0,0.45
GO,Alexânia,9.0,16.0,0.5625
PR,Campo Largo,9.0,22.0,0.4090909090909091
SP,Sertãozinho,9.0,16.0,0.5625
RJ,Paraíba do Sul,9.0,19.0,0.47368421052631576
MT,São José dos Quatro Marcos,9.0,12.0,0.75
MG,Campanha,9.0,11.0,0.8181818181818182
SP,Castilho,9.0,15.0,0.6
MG,Boa Esperança,9.0,13.0,0.6923076923076923
MG,Lavras,9.0,16.0,0.5625
PR,Apucarana,9.0,17.0,0.5294117647058824
MG,São Sebastião do Paraíso,9.0,18.0,0.5
GO,Senador Canedo,9.0,21.0,0.42857142857142855
GO,Santo Antônio do Descoberto,9.0,20.0,0.45
PA,São Félix do Xingu,10.0,17.0,0.5882352941176471
MT,Sinop,10.0,19.0,0.5263157894736842
MG,Viçosa,10.0,19.0,0.5263157894736842
SP,Araçatuba,10.0,23.0,0.43478260869565216
PA,Redenção,10.0,20.0,0.5
BA,Jequié,10.0,16.0,0.625
SP,Rio Grande da Serra,10.0,19.0,0.5263157894736842
SP,Ribeirão Pires,10.0,21.0,0.47619047619047616
SP,Santa Isabel,10.0,19.0,0.5263157894736842
MS,Ladário,10.0,20.0,0.5
SP,Santana de Parnaíba,10.0,19.0,0.5263157894736842
BA,Alagoinhas,10.0,27.0,0.37037037037037035
MG,Muriaé,10.0,17.0,0.5882352941176471
SP,Guarujá,10.0,26.0,0.38461538461538464
GO,Caldas Novas,10.0,20.0,0.5
RO,Guajará-Mirim,10.0,21.0,0.47619047619047616
RO,Cacoal,10.0,19.0,0.5263157894736842
RO,Nova Mamoré,10.0,15.0,0.6666666666666666
ES,Marataízes,10.0,16.0,0.625
SP,Santos,10.0,27.0,0.37037037037037035
PA,Santa Izabel do Pará,10.0,19.0,0.5263157894736842
RO,Ji-Paraná,10.0,20.0,0.5
MG,Leopoldina,10.0,21.0,0.47619047619047616
SP,São Caetano do Sul,10.0,23.0,0.43478260869565216
MG,Guanhães,10.0,13.0,0.7692307692307693
SP,São Bernardo do Campo,10.0,28.0,0.35714285714285715
PA,Pacajá,10.0,15.0,0.6666666666666666
MA,Barra do Corda,10.0,15.0,0.6666666666666666
RS,Santa Maria,10.0,23.0,0.43478260869565216
RS,Rio Grande,10.0,23.0,0.43478260869565216
PB,Bayeux,10.0,24.0,0.4166666666666667
SP,Birigui,10.0,16.0,0.625
MG,Poços de Caldas,10.0,20.0,0.5
SP,Cachoeira Paulista,10.0,19.0,0.5263157894736842
SP,Ubatuba,10.0,27.0,0.37037037037037035
BA,Eunápolis,10.0,19.0,0.5263157894736842
MG,Itajubá,10.0,21.0,0.47619047619047616
MG,Conselheiro Lafaiete,10.0,24.0,0.4166666666666667
PA,Tomé-Açu,10.0,19.0,0.5263157894736842
PR,Arapongas,10.0,20.0,0.5
MG,Diamantina,10.0,13.0,0.7692307692307693
PA,São Miguel do Guamá,10.0,15.0,0.6666666666666666
SP,Hortolândia,10.0,24.0,0.4166666666666667
SP,Carapicuíba,10.0,27.0,0.37037037037037035
SP,Cotia,10.0,21.0,0.47619047619047616
SP,Embu das Artes,10.0,22.0,0.45454545454545453
RO,Vilhena,10.0,17.0,0.5882352941176471
PA,Bragança,10.0,24.0,0.4166666666666667
MG,São Lourenço,10.0,16.0,0.625
MA,Caxias,10.0,21.0,0.47619047619047616
SP,Ferraz de Vasconcelos,10.0,26.0,0.38461538461538464
MG,Varginha,10.0,26.0,0.38461538461538464
SP,Campo Limpo Paulista,10.0,22.0,0.45454545454545453
SE,Nossa Senhora do Socorro,10.0,24.0,0.4166666666666667
RJ,Rio Bonito,10.0,21.0,0.47619047619047616
RJ,Cachoeiras de Macacu,10.0,20.0,0.5
MG,Ouro Preto,10.0,18.0,0.5555555555555556
RS,Pelotas,10.0,30.0,0.3333333333333333
SP,Jandira,10.0,24.0,0.4166666666666667
RJ,Nova Iguaçu,10.0,30.0,0.3333333333333333
RJ,Itaguaí,10.0,32.0,0.3125
SC,Criciúma,10.0,19.0,0.5263157894736842
SP,Jaboticabal,10.0,21.0,0.47619047619047616
RS,Santa Cruz do Sul,10.0,21.0,0.47619047619047616
RS,Guaíba,10.0,23.0,0.43478260869565216
SP,Lins,10.0,18.0,0.5555555555555556
MG,Nova Serrana,10.0,16.0,0.625
GO,Cidade Ocidental,10.0,19.0,0.5263157894736842
MG,Itaúna,10.0,20.0,0.5
MG,Janaúba,10.0,21.0,0.47619047619047616
RS,Cachoeirinha,10.0,22.0,0.45454545454545453
PR,Paranaguá,10.0,24.0,0.4166666666666667
BA,Paulo Afonso,10.0,20.0,0.5
MG,Frutal,10.0,18.0,0.5555555555555556
SC,Mafra,10.0,19.0,0.5263157894736842
RJ,Cabo Frio,10.0,30.0,0.3333333333333333
RN,Currais Novos,10.0,18.0,0.5555555555555556
MG,Barbacena,10.0,24.0,0.4166666666666667
MS,Coxim,10.0,19.0,0.5263157894736842
SP,Tatuí,10.0,16.0,0.625
MG,Buritizeiro,10.0,19.0,0.5263157894736842
MA,Açailândia,10.0,20.0,0.5
PA,Portel,10.0,19.0,0.5263157894736842
AM,Presidente Figueiredo,10.0,25.0,0.4
MG,Pirapora,10.0,22.0,0.45454545454545453
GO,Planaltina,10.0,20.0,0.5
PR,Guarapuava,10.0,21.0,0.47619047619047616
SP,Presidente Venceslau,10.0,20.0,0.5
GO,Águas Lindas de Goiás,10.0,18.0,0.5555555555555556
ES,São Mateus,10.0,24.0,0.4166666666666667
MG,Ponte Nova,10.0,17.0,0.5882352941176471
PE,Cabo de Santo Agostinho,10.0,28.0,0.35714285714285715
MG,Coronel Fabriciano,10.0,18.0,0.5555555555555556
SP,Batatais,10.0,16.0,0.625
SP,Diadema,11.0,34.0,0.3235294117647059
MG,Ituiutaba,11.0,19.0,0.5789473684210527
MG,Santos Dumont,11.0,18.0,0.6111111111111112
SC,Balneário Camboriú,11.0,23.0,0.4782608695652174
PB,Patos,11.0,18.0,0.6111111111111112
MG,Manhuaçu,11.0,17.0,0.6470588235294118
SP,Praia Grande,11.0,26.0,0.4230769230769231
SP,Rio Claro,11.0,20.0,0.55
SP,Araraquara,11.0,25.0,0.44
MA,Timon,11.0,21.0,0.5238095238095238
RN,Parnamirim,11.0,22.0,0.5
PR,Toledo,11.0,21.0,0.5238095238095238
ES,Linhares,11.0,20.0,0.55
MA,Itapecuru Mirim,11.0,18.0,0.6111111111111112
BA,Teixeira de Freitas,11.0,23.0,0.4782608695652174
MG,São Francisco,11.0,20.0,0.55
SP,Barretos,11.0,21.0,0.5238095238095238
SP,Barueri,11.0,19.0,0.5789473684210527
SP,Itapetininga,11.0,24.0,0.4583333333333333
GO,Luziânia,11.0,22.0,0.5
SP,Poá,11.0,23.0,0.4782608695652174
PI,Parnaíba,11.0,17.0,0.6470588235294118
SP,Ibiúna,11.0,25.0,0.44
SP,Franca,11.0,27.0,0.4074074074074074
AP,Oiapoque,11.0,20.0,0.55
MG,Ribeirão das Neves,11.0,28.0,0.39285714285714285
MG,Ibirité,11.0,25.0,0.44
MA,Paço do Lumiar,11.0,21.0,0.5238095238095238
GO,Formosa,11.0,26.0,0.4230769230769231
SP,Valinhos,11.0,25.0,0.44
GO,Trindade,11.0,20.0,0.55
AM,Parintins,11.0,21.0,0.5238095238095238
PR,União da Vitória,11.0,20.0,0.55
MG,Divinópolis,11.0,23.0,0.4782608695652174
RJ,Belford Roxo,11.0,23.0,0.4782608695652174
SC,São José,11.0,24.0,0.4583333333333333
MG,Curvelo,11.0,17.0,0.6470588235294118
RS,Alvorada,11.0,22.0,0.5
PA,Breves,11.0,21.0,0.5238095238095238
PB,Santa Rita,11.0,23.0,0.4782608695652174
MG,Caratinga,11.0,19.0,0.5789473684210527
PA,Paragominas,11.0,14.0,0.7857142857142857
SC,Florianópolis,11.0,29.0,0.3793103448275862
ES,Cachoeiro de Itapemirim,11.0,26.0,0.4230769230769231
MG,Teófilo Otoni,11.0,23.0,0.4782608695652174
SC,Chapecó,11.0,19.0,0.5789473684210527
BA,Vitória da Conquista,11.0,23.0,0.4782608695652174
AM,Itacoatiara,11.0,28.0,0.39285714285714285
PR,Colombo,11.0,21.0,0.5238095238095238
PE,Carpina,11.0,14.0,0.7857142857142857
TO,Araguaína,12.0,18.0,0.6666666666666666
SP,Sumaré,12.0,20.0,0.6
SP,Mogi das Cruzes,12.0,27.0,0.4444444444444444
SP,Andradina,12.0,20.0,0.6
ES,Aracruz,12.0,23.0,0.5217391304347826
MG,Santa Luzia,12.0,30.0,0.4
RS,Viamão,12.0,24.0,0.5
MG,Uberaba,12.0,28.0,0.42857142857142855
BA,Lauro de Freitas,12.0,22.0,0.5454545454545454
MT,Várzea Grande,12.0,26.0,0.46153846153846156
PR,Londrina,12.0,33.0,0.36363636363636365
MS,Dourados,12.0,23.0,0.5217391304347826
PR,São José dos Pinhais,12.0,28.0,0.42857142857142855
TO,Gurupi,12.0,19.0,0.631578947368421
RS,Canoas,12.0,28.0,0.42857142857142855
SP,Americana,12.0,26.0,0.46153846153846156
MG,João Monlevade,12.0,19.0,0.631578947368421
SP,Mogi Mirim,12.0,23.0,0.5217391304347826
PB,Campina Grande,12.0,25.0,0.48
CE,Juazeiro do Norte,12.0,23.0,0.5217391304347826
SC,Blumenau,12.0,31.0,0.3870967741935484
RJ,Duque de Caxias,12.0,25.0,0.48
SP,Sorocaba,12.0,30.0,0.4
MA,Codó,12.0,19.0,0.631578947368421
MG,Cataguases,12.0,22.0,0.5454545454545454
RJ,Macaé,12.0,28.0,0.42857142857142855
SP,Santo André,12.0,29.0,0.41379310344827586
PE,Caruaru,12.0,21.0,0.5714285714285714
SC,Itajaí,12.0,20.0,0.6
RS,Caxias do Sul,12.0,28.0,0.42857142857142855
SP,Limeira,12.0,29.0,0.41379310344827586
SP,Bragança Paulista,12.0,20.0,0.6
RJ,Barra Mansa,12.0,25.0,0.48
PE,Camaragibe,12.0,29.0,0.41379310344827586
ES,Colatina,12.0,23.0,0.5217391304347826
RJ,Petrópolis,12.0,33.0,0.36363636363636365
