sigla_uf,nome_municipio2,n_partidos_vitoriosos,n_partidos,porcentagem_eleitos
BA,Teofilândia,5.0,7.0,0.7142857142857143
MG,Ataléia,5.0,9.0,0.5555555555555556
SC,Quilombo,5.0,7.0,0.7142857142857143
MG,Santa Efigênia de Minas,5.0,7.0,0.7142857142857143
SP,Iguape,5.0,9.0,0.5555555555555556
RS,Tramandaí,5.0,17.0,0.29411764705882354
PA,Pau D'Arco,5.0,9.0,0.5555555555555556
PR,Paraíso do Norte,5.0,6.0,0.8333333333333334
BA,Jandaíra,5.0,8.0,0.625
BA,Itapicuru,5.0,8.0,0.625
RS,Xangri-lá,5.0,8.0,0.625
PA,Santa Maria das Barreiras,5.0,11.0,0.45454545454545453
RS,Arroio dos Ratos,5.0,10.0,0.5
MG,Ladainha,5.0,8.0,0.625
AP,Amapá,5.0,9.0,0.5555555555555556
RS,Igrejinha,5.0,9.0,0.5555555555555556
MG,Dionísio,5.0,9.0,0.5555555555555556
SC,São João Batista,5.0,11.0,0.45454545454545453
RS,Riozinho,5.0,6.0,0.8333333333333334
MG,Ouro Verde de Minas,5.0,9.0,0.5555555555555556
PR,Diamante do Norte,5.0,7.0,0.7142857142857143
MG,São José da Varginha,5.0,7.0,0.7142857142857143
MG,Poté,5.0,10.0,0.5
PR,Amaporã,5.0,6.0,0.8333333333333334
SC,São Carlos,5.0,9.0,0.5555555555555556
TO,Piraquê,5.0,8.0,0.625
MA,Tasso Fragoso,5.0,7.0,0.7142857142857143
SP,Tabatinga,5.0,6.0,0.8333333333333334
MG,Santana do Riacho,5.0,7.0,0.7142857142857143
MS,Iguatemi,5.0,6.0,0.8333333333333334
BA,Nazaré,5.0,12.0,0.4166666666666667
MS,Japorã,5.0,5.0,1.0
GO,Itajá,5.0,6.0,0.8333333333333334
MG,Moeda,5.0,8.0,0.625
MA,São Bento,5.0,10.0,0.5
MA,Cantanhede,5.0,8.0,0.625
MS,Antônio João,5.0,8.0,0.625
MS,Ponta Porã,5.0,10.0,0.5
MS,Amambai,5.0,8.0,0.625
MG,Senhora do Porto,5.0,8.0,0.625
MS,Paranhos,5.0,8.0,0.625
MS,Sete Quedas,5.0,6.0,0.8333333333333334
MS,Eldorado,5.0,7.0,0.7142857142857143
GO,Cachoeira Alta,5.0,10.0,0.5
MA,Matões do Norte,5.0,10.0,0.5
MG,Paraopeba,5.0,10.0,0.5
BA,Muritiba,5.0,13.0,0.38461538461538464
PE,Mirandiba,5.0,8.0,0.625
MS,Guia Lopes da Laguna,5.0,10.0,0.5
MA,Vargem Grande,5.0,8.0,0.625
MS,Nioaque,5.0,11.0,0.45454545454545453
MS,Bodoquena,5.0,7.0,0.7142857142857143
BA,Muniz Ferreira,5.0,6.0,0.8333333333333334
PE,Arcoverde,5.0,15.0,0.3333333333333333
MT,Barão de Melgaço,5.0,10.0,0.5
MA,São João Batista,5.0,12.0,0.4166666666666667
GO,Professor Jamil,5.0,9.0,0.5555555555555556
PB,Cajazeiras,5.0,10.0,0.5
SP,Holambra,5.0,8.0,0.625
MG,Virginópolis,5.0,9.0,0.5555555555555556
MT,São Pedro da Cipa,5.0,7.0,0.7142857142857143
MG,Campo Florido,5.0,7.0,0.7142857142857143
MG,Florestal,5.0,6.0,0.8333333333333334
BA,Mansidão,5.0,8.0,0.625
RS,Lajeado,5.0,10.0,0.5
MA,Presidente Juscelino,5.0,7.0,0.7142857142857143
SP,Jambeiro,5.0,8.0,0.625
MG,Fronteira,5.0,9.0,0.5555555555555556
GO,Montividiu,5.0,11.0,0.45454545454545453
SP,Santo Antônio do Jardim,5.0,9.0,0.5555555555555556
MG,Piedade dos Gerais,5.0,11.0,0.45454545454545453
BA,Catolândia,5.0,6.0,0.8333333333333334
SP,Monteiro Lobato,5.0,9.0,0.5555555555555556
SE,Porto da Folha,5.0,8.0,0.625
SE,Poço Redondo,5.0,10.0,0.5
SE,Monte Alegre de Sergipe,5.0,9.0,0.5555555555555556
MS,Maracaju,5.0,12.0,0.4166666666666667
SE,Feira Nova,5.0,7.0,0.7142857142857143
MG,Perdizes,5.0,11.0,0.45454545454545453
RS,Sobradinho,5.0,8.0,0.625
MG,Juatuba,5.0,10.0,0.5
MT,Tesouro,5.0,6.0,0.8333333333333334
AL,Monteirópolis,5.0,9.0,0.5555555555555556
MG,Rio Manso,5.0,7.0,0.7142857142857143
MG,Sacramento,5.0,10.0,0.5
MG,Nova Ponte,5.0,8.0,0.625
MA,Pedro do Rosário,5.0,10.0,0.5
MS,Deodápolis,5.0,7.0,0.7142857142857143
MG,Conquista,5.0,8.0,0.625
GO,Itarumã,5.0,8.0,0.625
AL,Delmiro Gouveia,5.0,13.0,0.38461538461538464
MS,Glória de Dourados,5.0,8.0,0.625
RS,Lagoa Bonita do Sul,5.0,6.0,0.8333333333333334
SP,Igaratá,5.0,6.0,0.8333333333333334
MG,Inhaúma,5.0,6.0,0.8333333333333334
SP,Taciba,5.0,8.0,0.625
CE,Camocim,5.0,11.0,0.45454545454545453
PA,Aveiro,5.0,11.0,0.45454545454545453
MG,Mendes Pimentel,5.0,7.0,0.7142857142857143
PE,Araçoiaba,5.0,10.0,0.5
SP,São Bento do Sapucaí,5.0,7.0,0.7142857142857143
CE,Jaguaruana,5.0,10.0,0.5
CE,Itaiçaba,5.0,6.0,0.8333333333333334
MA,Porto Rico do Maranhão,5.0,7.0,0.7142857142857143
SP,Tupi Paulista,5.0,8.0,0.625
PA,Rurópolis,5.0,9.0,0.5555555555555556
GO,Ouvidor,5.0,8.0,0.625
MA,Serrano do Maranhão,5.0,7.0,0.7142857142857143
MG,Cachoeira da Prata,5.0,7.0,0.7142857142857143
SP,Socorro,5.0,12.0,0.4166666666666667
GO,Simolândia,5.0,8.0,0.625
PA,Uruará,5.0,9.0,0.5555555555555556
CE,Ipu,5.0,11.0,0.45454545454545453
CE,Santa Quitéria,5.0,7.0,0.7142857142857143
CE,Meruoca,5.0,6.0,0.8333333333333334
MA,São João do Paraíso,5.0,9.0,0.5555555555555556
CE,Massapê,5.0,10.0,0.5
PI,Nossa Senhora dos Remédios,5.0,8.0,0.625
CE,Jaguaribe,5.0,9.0,0.5555555555555556
GO,Palmelo,5.0,6.0,0.8333333333333334
PI,Matias Olímpio,5.0,9.0,0.5555555555555556
PI,Madeiro,5.0,8.0,0.625
MA,Loreto,5.0,10.0,0.5
PI,Ilha Grande,5.0,8.0,0.625
PI,Batalha,5.0,6.0,0.8333333333333334
PI,São José do Divino,5.0,8.0,0.625
CE,Palhano,5.0,8.0,0.625
PR,Mangueirinha,5.0,9.0,0.5555555555555556
GO,São Domingos,5.0,8.0,0.625
SP,Águas da Prata,5.0,7.0,0.7142857142857143
BA,Pojuca,5.0,9.0,0.5555555555555556
BA,Mata de São João,5.0,11.0,0.45454545454545453
MA,Humberto de Campos,5.0,10.0,0.5
BA,Itanagra,5.0,9.0,0.5555555555555556
SP,Santa Branca,5.0,14.0,0.35714285714285715
RN,Pendências,5.0,10.0,0.5
RN,Ipanguaçu,5.0,10.0,0.5
SP,Flórida Paulista,5.0,11.0,0.45454545454545453
GO,Vila Propício,5.0,9.0,0.5555555555555556
RN,Açu,5.0,12.0,0.4166666666666667
SP,Mariápolis,5.0,10.0,0.5
PR,Laranjal,5.0,7.0,0.7142857142857143
RN,Pau dos Ferros,5.0,9.0,0.5555555555555556
RN,Martins,5.0,7.0,0.7142857142857143
SP,Itapira,5.0,12.0,0.4166666666666667
SP,Pacaembu,5.0,10.0,0.5
MG,Conceição do Mato Dentro,5.0,8.0,0.625
GO,Cocalzinho de Goiás,5.0,11.0,0.45454545454545453
MG,Pedro Leopoldo,5.0,19.0,0.2631578947368421
SP,Salmourão,5.0,7.0,0.7142857142857143
MG,Mantena,5.0,10.0,0.5
GO,Alvorada do Norte,5.0,7.0,0.7142857142857143
PE,Ipojuca,5.0,21.0,0.23809523809523808
MA,Central do Maranhão,5.0,8.0,0.625
RN,Felipe Guerra,5.0,8.0,0.625
SP,Irapuru,5.0,7.0,0.7142857142857143
SP,Junqueirópolis,5.0,10.0,0.5
PR,Candói,5.0,11.0,0.45454545454545453
MA,Cururupu,5.0,13.0,0.38461538461538464
RN,Campo Grande,5.0,7.0,0.7142857142857143
PR,Reserva do Iguaçu,5.0,9.0,0.5555555555555556
MG,Cana Verde,5.0,8.0,0.625
MA,Icatu,5.0,16.0,0.3125
MG,Carneirinho,5.0,9.0,0.5555555555555556
GO,Cezarina,5.0,9.0,0.5555555555555556
PR,Salto do Itararé,5.0,10.0,0.5
PR,Santana do Itararé,5.0,6.0,0.8333333333333334
BA,Itabela,5.0,7.0,0.7142857142857143
TO,Colméia,5.0,8.0,0.625
PR,Wenceslau Braz,5.0,10.0,0.5
BA,Itapebi,5.0,9.0,0.5555555555555556
MG,Peçanha,5.0,7.0,0.7142857142857143
SP,Nova Granada,5.0,12.0,0.4166666666666667
MG,Pocrane,5.0,6.0,0.8333333333333334
TO,Couto Magalhães,5.0,6.0,0.8333333333333334
SP,Neves Paulista,5.0,10.0,0.5
SP,Monte Aprazível,5.0,12.0,0.4166666666666667
SP,Tapiratiba,5.0,10.0,0.5
MG,Ipanema,5.0,9.0,0.5555555555555556
SP,José Bonifácio,5.0,11.0,0.45454545454545453
PR,São Sebastião da Amoreira,5.0,9.0,0.5555555555555556
RJ,Rio Claro,5.0,9.0,0.5555555555555556
SP,Alfredo Marcondes,5.0,7.0,0.7142857142857143
PR,Conselheiro Mairinck,5.0,8.0,0.625
PR,Ibaiti,5.0,11.0,0.45454545454545453
SP,Ibirá,5.0,6.0,0.8333333333333334
SP,Bálsamo,5.0,8.0,0.625
PR,Pinhalão,5.0,7.0,0.7142857142857143
SP,Álvares Machado,5.0,7.0,0.7142857142857143
SP,Altair,5.0,7.0,0.7142857142857143
MT,Alto Taquari,5.0,8.0,0.625
TO,Brasilândia do Tocantins,5.0,8.0,0.625
SP,Bananal,5.0,9.0,0.5555555555555556
MT,Guiratinga,5.0,8.0,0.625
PR,São Jerônimo da Serra,5.0,10.0,0.5
MG,Guimarânia,5.0,6.0,0.8333333333333334
PR,Ribeirão Claro,5.0,8.0,0.625
SP,Boa Esperança do Sul,5.0,9.0,0.5555555555555556
SP,Itatinga,5.0,9.0,0.5555555555555556
SP,Santa Adélia,5.0,10.0,0.5
GO,São João da Paraúna,5.0,7.0,0.7142857142857143
MG,Córrego Danta,5.0,6.0,0.8333333333333334
SP,Pindorama,5.0,10.0,0.5
SP,Guaiçara,5.0,9.0,0.5555555555555556
SP,Santa Lúcia,5.0,6.0,0.8333333333333334
MG,Resplendor,5.0,7.0,0.7142857142857143
SP,Palmares Paulista,5.0,10.0,0.5
SP,Novais,5.0,9.0,0.5555555555555556
SP,Itajobi,5.0,8.0,0.625
MG,São Gonçalo do Pará,5.0,9.0,0.5555555555555556
SP,Elisiário,5.0,8.0,0.625
SP,Serra Negra,5.0,14.0,0.35714285714285715
SP,Poloni,5.0,6.0,0.8333333333333334
SP,Getulina,5.0,8.0,0.625
TO,Riachinho,5.0,6.0,0.8333333333333334
SP,Motuca,5.0,6.0,0.8333333333333334
SP,Lavrinhas,5.0,11.0,0.45454545454545453
MG,Pedra do Indaiá,5.0,7.0,0.7142857142857143
GO,Palmeiras de Goiás,5.0,13.0,0.38461538461538464
MG,Itapecerica,5.0,9.0,0.5555555555555556
SP,Ibitinga,5.0,14.0,0.35714285714285715
MG,Alvorada de Minas,5.0,9.0,0.5555555555555556
SP,Dobrada,5.0,8.0,0.625
SP,Pilar do Sul,5.0,8.0,0.625
BA,Guaratinga,5.0,10.0,0.5
SP,Borborema,5.0,8.0,0.625
GO,Edéia,5.0,8.0,0.625
SP,Potirendaba,5.0,11.0,0.45454545454545453
SP,Lindóia,5.0,9.0,0.5555555555555556
SP,Gastão Vidigal,5.0,7.0,0.7142857142857143
SP,Auriflama,5.0,8.0,0.625
SP,São Miguel Arcanjo,5.0,11.0,0.45454545454545453
BA,Wenceslau Guimarães,5.0,7.0,0.7142857142857143
SC,Witmarsum,5.0,7.0,0.7142857142857143
MG,Cabeceira Grande,5.0,8.0,0.625
MG,Gurinhatã,5.0,7.0,0.7142857142857143
MG,Capinópolis,5.0,7.0,0.7142857142857143
TO,Alvorada,5.0,7.0,0.7142857142857143
SP,Divinolândia,5.0,6.0,0.8333333333333334
MG,Varjão de Minas,5.0,8.0,0.625
SP,Indiana,5.0,8.0,0.625
RS,Novo Cabrais,5.0,7.0,0.7142857142857143
SP,Martinópolis,5.0,11.0,0.45454545454545453
RS,Candelária,5.0,9.0,0.5555555555555556
SP,Vargem,5.0,10.0,0.5
MG,Lagoa Grande,5.0,7.0,0.7142857142857143
TO,Aliança do Tocantins,5.0,7.0,0.7142857142857143
MG,Monte Alegre de Minas,5.0,7.0,0.7142857142857143
RS,Pantano Grande,5.0,7.0,0.7142857142857143
RS,Passo do Sobrado,5.0,8.0,0.625
SP,Roseira,5.0,10.0,0.5
TO,Jaú do Tocantins,5.0,8.0,0.625
MG,Araporã,5.0,7.0,0.7142857142857143
RS,Sinimbu,5.0,9.0,0.5555555555555556
BA,Santa Maria da Vitória,5.0,11.0,0.45454545454545453
GO,Porteirão,5.0,6.0,0.8333333333333334
MA,Bacabeira,5.0,11.0,0.45454545454545453
BA,Cocos,5.0,7.0,0.7142857142857143
BA,Canápolis,5.0,8.0,0.625
BA,Tabocas do Brejo Velho,5.0,7.0,0.7142857142857143
BA,São Desidério,5.0,7.0,0.7142857142857143
RS,Cruzeiro do Sul,5.0,7.0,0.7142857142857143
TO,Dueré,5.0,7.0,0.7142857142857143
BA,Teolândia,5.0,7.0,0.7142857142857143
SP,Euclides da Cunha Paulista,5.0,8.0,0.625
SC,Dona Emma,5.0,7.0,0.7142857142857143
SC,Rio dos Cedros,5.0,7.0,0.7142857142857143
GO,Santa Rita do Araguaia,5.0,8.0,0.625
RJ,Cambuci,5.0,13.0,0.38461538461538464
RJ,Varre-Sai,5.0,7.0,0.7142857142857143
GO,Perolândia,5.0,6.0,0.8333333333333334
MG,Rio Paranaíba,5.0,7.0,0.7142857142857143
SP,Areias,5.0,10.0,0.5
BA,Pau Brasil,5.0,10.0,0.5
TO,Buriti do Tocantins,5.0,7.0,0.7142857142857143
TO,Esperantina,5.0,10.0,0.5
MG,Cristais,5.0,6.0,0.8333333333333334
BA,Una,5.0,10.0,0.5
RJ,Italva,5.0,9.0,0.5555555555555556
MG,Candeias,5.0,7.0,0.7142857142857143
SP,Jarinu,5.0,12.0,0.4166666666666667
ES,Ecoporanga,5.0,10.0,0.5
SP,São Sebastião da Grama,5.0,9.0,0.5555555555555556
MG,Abadia dos Dourados,5.0,6.0,0.8333333333333334
TO,São Miguel do Tocantins,5.0,8.0,0.625
ES,Boa Esperança,5.0,8.0,0.625
MG,Estrela do Sul,5.0,6.0,0.8333333333333334
SC,Taió,5.0,11.0,0.45454545454545453
ES,Águia Branca,5.0,9.0,0.5555555555555556
MG,Materlândia,5.0,8.0,0.625
ES,Alto Rio Novo,5.0,8.0,0.625
ES,Mantenópolis,5.0,7.0,0.7142857142857143
TO,São Bento do Tocantins,5.0,8.0,0.625
ES,Marilândia,5.0,7.0,0.7142857142857143
SC,Pouso Redondo,5.0,8.0,0.625
BA,Itagibá,5.0,11.0,0.45454545454545453
TO,Itaguatins,5.0,10.0,0.5
SC,Rio do Oeste,5.0,6.0,0.8333333333333334
PE,Gameleira,5.0,8.0,0.625
MA,Tuntum,5.0,6.0,0.8333333333333334
PE,Belém de Maria,5.0,8.0,0.625
BA,Tapiramutá,5.0,7.0,0.7142857142857143
AL,Lagoa da Canoa,5.0,8.0,0.625
AL,Limoeiro de Anadia,5.0,7.0,0.7142857142857143
AL,Taquarana,5.0,7.0,0.7142857142857143
BA,Mirangaba,5.0,11.0,0.45454545454545453
SC,Cocal do Sul,5.0,8.0,0.625
MG,Rio Preto,5.0,10.0,0.5
BA,Serra Preta,5.0,9.0,0.5555555555555556
BA,Barra,5.0,9.0,0.5555555555555556
BA,Ouriçangas,5.0,7.0,0.7142857142857143
BA,Mairi,5.0,6.0,0.8333333333333334
MG,Jesuânia,5.0,6.0,0.8333333333333334
MG,Olímpio Noronha,5.0,6.0,0.8333333333333334
BA,Coração de Maria,5.0,14.0,0.35714285714285715
BA,Água Fria,5.0,10.0,0.5
BA,Pindobaçu,5.0,9.0,0.5555555555555556
MG,Lima Duarte,5.0,10.0,0.5
BA,Iaçu,5.0,9.0,0.5555555555555556
MG,Botumirim,5.0,8.0,0.625
BA,Itaberaba,5.0,13.0,0.38461538461538464
BA,Ruy Barbosa,5.0,10.0,0.5
MG,Santo Antônio do Jacinto,5.0,6.0,0.8333333333333334
PB,Monteiro,5.0,8.0,0.625
MG,Joaíma,5.0,8.0,0.625
PE,Carnaubeira da Penha,5.0,6.0,0.8333333333333334
MG,Felisburgo,5.0,9.0,0.5555555555555556
MG,Almenara,5.0,9.0,0.5555555555555556
MG,Minas Novas,5.0,7.0,0.7142857142857143
MG,Itamarandiba,5.0,8.0,0.625
MG,Chapada do Norte,5.0,7.0,0.7142857142857143
MG,Cristina,5.0,8.0,0.625
MG,Angelândia,5.0,8.0,0.625
MG,Dom Viçoso,5.0,7.0,0.7142857142857143
MG,Novo Cruzeiro,5.0,9.0,0.5555555555555556
MG,Monte Formoso,5.0,6.0,0.8333333333333334
MG,Itamonte,5.0,6.0,0.8333333333333334
MG,Caraí,5.0,8.0,0.625
BA,Iraquara,5.0,6.0,0.8333333333333334
MG,Simão Pereira,5.0,9.0,0.5555555555555556
BA,Filadélfia,5.0,8.0,0.625
BA,Campo Formoso,5.0,7.0,0.7142857142857143
BA,Andorinha,5.0,7.0,0.7142857142857143
MG,Aiuruoca,5.0,8.0,0.625
MG,Padre Carvalho,5.0,6.0,0.8333333333333334
MG,Felixlândia,5.0,8.0,0.625
MG,São João do Paraíso,5.0,9.0,0.5555555555555556
PR,Guaíra,5.0,8.0,0.625
MG,Bonito de Minas,5.0,6.0,0.8333333333333334
SE,Pirambu,5.0,11.0,0.45454545454545453
MG,Cônego Marinho,5.0,7.0,0.7142857142857143
MG,Caxambu,5.0,8.0,0.625
MG,Juvenília,5.0,6.0,0.8333333333333334
MG,Lassance,5.0,9.0,0.5555555555555556
SP,Porangaba,5.0,9.0,0.5555555555555556
MG,São Romão,5.0,8.0,0.625
PR,Itapejara d'Oeste,5.0,8.0,0.625
MG,Monte Azul,5.0,8.0,0.625
AL,Ibateguara,5.0,8.0,0.625
PR,Vera Cruz do Oeste,5.0,10.0,0.5
PR,Jesuítas,5.0,6.0,0.8333333333333334
PR,Maripá,5.0,6.0,0.8333333333333334
MG,Nova Porteirinha,5.0,10.0,0.5
SE,Japoatã,5.0,9.0,0.5555555555555556
MG,Claro dos Poções,5.0,7.0,0.7142857142857143
BA,São Gabriel,5.0,6.0,0.8333333333333334
MG,Francisco Dumont,5.0,9.0,0.5555555555555556
BA,Mulungu do Morro,5.0,6.0,0.8333333333333334
MG,Itacambira,5.0,8.0,0.625
MG,Japonvar,5.0,8.0,0.625
BA,Canarana,5.0,9.0,0.5555555555555556
PR,Tupãssi,5.0,6.0,0.8333333333333334
MG,Carbonita,5.0,8.0,0.625
PR,Coronel Vivida,5.0,9.0,0.5555555555555556
BA,América Dourada,5.0,8.0,0.625
BA,Santa Terezinha,5.0,9.0,0.5555555555555556
MG,Lagoa dos Patos,5.0,8.0,0.625
BA,Elísio Medrado,5.0,7.0,0.7142857142857143
SE,Salgado,5.0,8.0,0.625
MG,Mirabela,5.0,9.0,0.5555555555555556
MG,Chácara,5.0,8.0,0.625
SE,Neópolis,5.0,9.0,0.5555555555555556
BA,Barra do Mendes,5.0,8.0,0.625
SP,Coronel Macedo,5.0,7.0,0.7142857142857143
MG,Couto de Magalhães de Minas,5.0,7.0,0.7142857142857143
BA,Oliveira dos Brejinhos,5.0,7.0,0.7142857142857143
MG,Munhoz,5.0,7.0,0.7142857142857143
MG,Natércia,5.0,8.0,0.625
MG,Ouro Fino,5.0,10.0,0.5
PR,Iguaraçu,5.0,9.0,0.5555555555555556
PR,Doutor Camargo,5.0,10.0,0.5
SC,Santa Helena,5.0,7.0,0.7142857142857143
PR,Nova Tebas,5.0,7.0,0.7142857142857143
SP,Suzanápolis,5.0,6.0,0.8333333333333334
SC,Urussanga,5.0,7.0,0.7142857142857143
SP,Nova Independência,5.0,7.0,0.7142857142857143
PI,União,5.0,13.0,0.38461538461538464
SP,Lavínia,5.0,7.0,0.7142857142857143
PI,Amarante,5.0,7.0,0.7142857142857143
PI,Várzea Grande,5.0,6.0,0.8333333333333334
MG,Matipó,5.0,6.0,0.8333333333333334
SP,Glicério,5.0,7.0,0.7142857142857143
SP,Clementina,5.0,8.0,0.625
MA,Buriticupu,5.0,19.0,0.2631578947368421
PI,Barra D'Alcântara,5.0,7.0,0.7142857142857143
MA,Vila Nova dos Martírios,5.0,7.0,0.7142857142857143
MG,Monte Sião,5.0,9.0,0.5555555555555556
MA,Nova Olinda do Maranhão,5.0,9.0,0.5555555555555556
PR,Sertanópolis,5.0,9.0,0.5555555555555556
BA,Macarani,5.0,9.0,0.5555555555555556
MA,São João do Carú,5.0,9.0,0.5555555555555556
MA,Amapá do Maranhão,5.0,12.0,0.4166666666666667
MA,Boa Vista do Gurupi,5.0,9.0,0.5555555555555556
MA,Carutapera,5.0,12.0,0.4166666666666667
MG,Inconfidentes,5.0,10.0,0.5
PR,Jaguapitã,5.0,8.0,0.625
MG,Ipuiúna,5.0,6.0,0.8333333333333334
PR,Centenário do Sul,5.0,10.0,0.5
PR,Bela Vista do Paraíso,5.0,9.0,0.5555555555555556
SC,Pedras Grandes,5.0,7.0,0.7142857142857143
MA,Amarante do Maranhão,5.0,9.0,0.5555555555555556
MG,São José do Mantimento,5.0,7.0,0.7142857142857143
PR,Lobato,5.0,7.0,0.7142857142857143
MA,João Lisboa,5.0,9.0,0.5555555555555556
PR,Presidente Castelo Branco,5.0,6.0,0.8333333333333334
CE,Pindoretama,5.0,10.0,0.5
SC,Nova Veneza,5.0,6.0,0.8333333333333334
SC,Morro Grande,5.0,5.0,1.0
MG,Caputira,5.0,9.0,0.5555555555555556
MG,Gonçalves,5.0,7.0,0.7142857142857143
BA,Macaúbas,5.0,8.0,0.625
MG,Piranguçu,5.0,5.0,1.0
MG,Piranguinho,5.0,7.0,0.7142857142857143
MG,São José do Alegre,5.0,10.0,0.5
MG,Sapucaí-Mirim,5.0,7.0,0.7142857142857143
MG,Wenceslau Braz,5.0,6.0,0.8333333333333334
MG,Divisópolis,5.0,9.0,0.5555555555555556
MG,Caparaó,5.0,9.0,0.5555555555555556
MG,Francisco Badaró,5.0,6.0,0.8333333333333334
RN,Angicos,5.0,8.0,0.625
RN,Lajes,5.0,7.0,0.7142857142857143
RN,Macau,5.0,13.0,0.38461538461538464
MG,Senador Modestino Gonçalves,5.0,6.0,0.8333333333333334
RN,Santana do Matos,5.0,8.0,0.625
MG,Presidente Kubitschek,5.0,6.0,0.8333333333333334
CE,Tejuçuoca,5.0,7.0,0.7142857142857143
BA,Boquira,5.0,7.0,0.7142857142857143
SC,Forquilhinha,5.0,12.0,0.4166666666666667
ES,Laranja da Terra,5.0,9.0,0.5555555555555556
MG,Silvianópolis,5.0,8.0,0.625
CE,Trairi,5.0,8.0,0.625
SC,Morro da Fumaça,5.0,7.0,0.7142857142857143
RJ,Comendador Levy Gasparian,5.0,15.0,0.3333333333333333
CE,Aracoiaba,5.0,9.0,0.5555555555555556
CE,Aratuba,5.0,10.0,0.5
RJ,São Sebastião do Alto,5.0,6.0,0.8333333333333334
MG,Bandeira do Sul,5.0,7.0,0.7142857142857143
MG,Datas,5.0,7.0,0.7142857142857143
CE,Barreira,5.0,8.0,0.625
RJ,Cordeiro,5.0,12.0,0.4166666666666667
RJ,Carmo,5.0,9.0,0.5555555555555556
RJ,Cantagalo,5.0,8.0,0.625
RJ,Bom Jardim,5.0,11.0,0.45454545454545453
ES,Rio Novo do Sul,5.0,7.0,0.7142857142857143
BA,Palmas de Monte Alto,5.0,8.0,0.625
SC,Içara,5.0,15.0,0.3333333333333333
ES,Santa Leopoldina,5.0,8.0,0.625
SC,Lauro Müller,5.0,8.0,0.625
BA,Itororó,5.0,9.0,0.5555555555555556
ES,Montanha,5.0,10.0,0.5
ES,Pedro Canário,5.0,6.0,0.8333333333333334
MT,Confresa,5.0,12.0,0.4166666666666667
MT,Novo Santo Antônio,5.0,9.0,0.5555555555555556
RN,Nova Cruz,5.0,8.0,0.625
MT,São Félix do Araguaia,5.0,12.0,0.4166666666666667
RN,Januário Cicco,5.0,8.0,0.625
RJ,Vassouras,5.0,7.0,0.7142857142857143
MT,Campinápolis,5.0,9.0,0.5555555555555556
MT,Canarana,5.0,8.0,0.625
MT,Cocalinho,5.0,6.0,0.8333333333333334
RN,Ielmo Marinho,5.0,11.0,0.45454545454545453
MT,Ribeirão Cascalheira,5.0,9.0,0.5555555555555556
MT,Santo Antônio do Leste,5.0,8.0,0.625
MG,Pompéu,5.0,7.0,0.7142857142857143
CE,Pacajus,5.0,13.0,0.38461538461538464
GO,Montividiu do Norte,5.0,9.0,0.5555555555555556
SP,Tarumã,5.0,11.0,0.45454545454545453
SP,Bernardino de Campos,5.0,6.0,0.8333333333333334
MT,Bom Jesus do Araguaia,5.0,8.0,0.625
SP,Canitar,5.0,8.0,0.625
MT,Alto Boa Vista,5.0,9.0,0.5555555555555556
PR,Porto Amazonas,5.0,7.0,0.7142857142857143
SC,Bela Vista do Toldo,5.0,8.0,0.625
SC,Itaiópolis,5.0,11.0,0.45454545454545453
SC,Monte Castelo,5.0,8.0,0.625
SP,Mombuca,5.0,6.0,0.8333333333333334
MG,Moema,5.0,8.0,0.625
RS,Lagoa Vermelha,5.0,9.0,0.5555555555555556
RS,Flores da Cunha,5.0,11.0,0.45454545454545453
PB,Belém,5.0,11.0,0.45454545454545453
SP,Itirapina,5.0,9.0,0.5555555555555556
RS,Boa Vista do Sul,5.0,6.0,0.8333333333333334
RS,Veranópolis,5.0,5.0,1.0
RS,Guaporé,5.0,7.0,0.7142857142857143
RN,São Paulo do Potengi,5.0,7.0,0.7142857142857143
RN,Santa Maria,5.0,9.0,0.5555555555555556
RS,São José dos Ausentes,5.0,5.0,1.0
MS,Camapuã,5.0,10.0,0.5
MS,Pedro Gomes,5.0,11.0,0.45454545454545453
MT,Novo São Joaquim,5.0,7.0,0.7142857142857143
RJ,Miguel Pereira,5.0,10.0,0.5
CE,Aquiraz,5.0,9.0,0.5555555555555556
RJ,Mendes,5.0,15.0,0.3333333333333333
PR,Campo do Tenente,5.0,7.0,0.7142857142857143
PR,Bocaiúva do Sul,5.0,9.0,0.5555555555555556
RS,Santana da Boa Vista,5.0,9.0,0.5555555555555556
RS,Encruzilhada do Sul,5.0,10.0,0.5
AM,Urucará,5.0,13.0,0.38461538461538464
SP,Quatá,5.0,7.0,0.7142857142857143
SP,Nantes,5.0,8.0,0.625
MG,Itambacuri,5.0,10.0,0.5
SP,Fartura,5.0,9.0,0.5555555555555556
PA,Inhangapi,5.0,10.0,0.5
SP,Salto Grande,5.0,10.0,0.5
MA,Lago Verde,5.0,9.0,0.5555555555555556
MA,São Roberto,5.0,9.0,0.5555555555555556
MA,Sítio Novo,5.0,7.0,0.7142857142857143
MA,Fortuna,5.0,6.0,0.8333333333333334
MA,Presidente Dutra,5.0,9.0,0.5555555555555556
SP,Ibirarema,5.0,7.0,0.7142857142857143
PI,Sebastião Barros,5.0,6.0,0.8333333333333334
PR,Campo Magro,5.0,11.0,0.45454545454545453
PI,Bom Jesus,5.0,7.0,0.7142857142857143
RS,Caçapava do Sul,5.0,11.0,0.45454545454545453
GO,Colinas do Sul,5.0,8.0,0.625
GO,Mara Rosa,5.0,7.0,0.7142857142857143
