cod_municipio,ano,n_ensino_superior,pop_2021,n_ensino_superior_por_1k_hab
2510808,2021,4006,108192,37.02676722863058
2510907,2021,236,12379,19.064544793602067
2511004,2021,116,3802,30.51025775907417
2511103,2021,204,7899,25.826053930877325
2511202,2021,337,28533,11.810885641187397
2511301,2021,465,16111,28.862268015641487
2511400,2021,430,18720,22.97008547008547
2511509,2021,327,11977,27.30232946480755
2511608,2021,146,6576,22.201946472019465
2511707,2021,95,4955,19.17255297679112
2511806,2021,243,10584,22.959183673469386
2511905,2021,573,19275,29.72762645914397
2512002,2021,410,18708,21.91575796450716
2512036,2021,171,3882,44.04945904173107
2512077,2021,161,4337,37.12243486280839
2512101,2021,865,32802,26.37034327175172
2512200,2021,130,4238,30.67484662576687
2512309,2021,398,23549,16.90092997579515
2512408,2021,232,13741,16.883778473182446
2512507,2021,1010,44179,22.861540550940493
2512606,2021,106,1983,53.454362077660114
2512705,2021,411,19798,20.759672694211538
2512721,2021,192,6114,31.40333660451423
2512747,2021,132,3619,36.474164133738604
2512754,2021,124,4541,27.306760625412906
2512762,2021,115,4540,25.330396475770925
2512788,2021,75,1974,37.993920972644375
2512804,2021,204,8541,23.88479100807868
2512903,2021,858,24218,35.42819390535965
2513000,2021,51,3931,12.973798015772068
2513109,2021,368,12131,30.33550408045503
2513158,2021,3,6541,0.4586454670539673
2513208,2021,136,6581,20.66555234766753
2513307,2021,157,5871,26.741611309827967
2513356,2021,62,3593,17.255775118285555
2513406,2021,542,15426,35.135485543886944
2513505,2021,148,5129,28.855527393254047
2513604,2021,146,6986,20.898940738620098
2513653,2021,187,2639,70.86017430845017
2513703,2021,3012,137349,21.929537164449687
2513802,2021,123,4562,26.961858833844804
2513851,2021,84,2509,33.47947389398166
2513901,2021,941,34344,27.399254600512464
2513927,2021,128,4566,28.03328953131844
2513943,2021,58,2630,22.0532319391635
2513968,2021,88,3097,28.41459476913142
2513984,2021,116,3384,34.2789598108747
2514008,2021,116,4184,27.724665391969406
2514107,2021,214,4415,48.47112117780294
2514206,2021,132,7626,17.309205350118017
2514305,2021,113,6376,17.722710163111667
2514404,2021,138,4656,29.63917525773196
2514453,2021,174,5998,29.00966988996332
2514503,2021,452,20329,22.23424664272714
2514552,2021,68,3950,17.21518987341772
2514602,2021,48,3588,13.377926421404682
2514651,2021,76,1811,41.965764770844835
2514701,2021,113,4147,27.248613455510007
2514800,2021,59,3618,16.30735212824765
2514909,2021,128,7702,16.619059984419632
2515005,2021,334,7410,45.07422402159244
2515104,2021,231,11728,19.696452933151434
2515203,2021,61,3512,17.36902050113895
2515302,2021,1197,52804,22.66873721687751
2515401,2021,286,10848,26.364306784660766
2515500,2021,324,13754,23.556783481169113
2515609,2021,93,3131,29.702970297029704
2515708,2021,75,2916,25.720164609053498
2515807,2021,136,7021,19.37046004842615
2515906,2021,68,6068,11.206328279499012
2515930,2021,144,5089,28.296325407742188
2515971,2021,257,7815,32.88547664747281
2516003,2021,661,26227,25.20303504022572
2516102,2021,416,15102,27.546020394649716
2516151,2021,96,3594,26.71118530884808
2516201,2021,1994,69723,28.598884155873957
2516300,2021,554,17031,32.52891785567495
2516409,2021,205,10969,18.68903272859878
2516508,2021,296,15441,19.169742892299723
2516607,2021,353,14759,23.917609594145944
2516706,2021,404,15248,26.495278069254983
2516755,2021,92,3081,29.860434923726064
2516805,2021,195,9464,20.604395604395606
2516904,2021,551,15300,36.01307189542484
2517001,2021,217,9911,21.894864292200584
2517100,2021,142,2841,49.982400563181976
2517209,2021,150,5372,27.922561429635145
2517407,2021,81,2255,35.92017738359202
2600054,2021,2035,100346,20.27983178203416
2600104,2021,1166,37404,31.173136562934445
2600203,2021,477,19810,24.078748107016658
2600302,2021,800,25065,31.91701575902653
2600401,2021,251,37082,6.768782697804865
2600500,2021,575,43686,13.16211143157991
2600609,2021,356,14718,24.18806903111836
2600708,2021,2009,38397,52.32179597364377
2600807,2021,299,22984,13.009049773755656
2600906,2021,88,22870,3.8478355924792305
2601003,2021,738,11226,65.74024585783003
2601052,2021,447,20733,21.559832151642308
2601102,2021,2806,84864,33.06466817496229
2601201,2021,2846,74822,38.036941006655795
2601300,2021,289,14510,19.917298414886286
2601409,2021,2118,42764,49.52764007108783
2601508,2021,230,12122,18.973766705164163
2601607,2021,570,20730,27.496382054992765
2601706,2021,3249,76687,42.36702439787708
2601805,2021,274,12765,21.464943204073638
2601904,2021,2023,60880,33.229303547963205
2602001,2021,372,38378,9.693053311793214
2602100,2021,850,48767,17.429819345048905
2602209,2021,636,39983,15.906760373158592
2602308,2021,557,38117,14.612902379515702
2602407,2021,262,8987,29.153221319683986
2602506,2021,131,7488,17.49465811965812
2602605,2021,920,51225,17.959980478282088
2602704,2021,170,13190,12.88855193328279
2602803,2021,721,58919,12.237139123203042
2602902,2021,10375,208944,49.65445286775404
2603009,2021,715,34503,20.722835695446772
2603108,2021,326,20501,15.901663333495927
2603207,2021,1250,28904,43.24660946581788
2603306,2021,556,11018,50.46287892539481
2603405,2021,114,5747,19.836436401600835
2603454,2021,3599,158899,22.64960761238271
2603504,2021,319,18900,16.87830687830688
2603603,2021,272,8572,31.731217918805413
2603702,2021,1294,24773,52.234287328946834
2603801,2021,966,20048,48.184357541899445
2603900,2021,413,19609,21.061757356315976
2603926,2021,125,13025,9.596928982725528
2604007,2021,1424,84395,16.873037502221695
2604106,2021,17430,365278,47.71708123675666
2604155,2021,259,14368,18.026169265033406
2604205,2021,154,43340,3.553299492385787
2604304,2021,518,11891,43.56235808594735
2604403,2021,182,13556,13.425789318383003
2604502,2021,443,21815,20.30712812285125
2604601,2021,481,26590,18.089507333584056
2604700,2021,1351,18268,73.95445587913291
2604809,2021,215,12560,17.11783439490446
2604908,2021,281,10192,27.570643642072213
2605004,2021,662,24173,27.3859264468622
2605103,2021,782,37375,20.923076923076923
2605152,2021,551,19079,28.879920331254258
2605202,2021,1236,69292,17.83755700513768
2605301,2021,648,31766,20.39916892274759
2605400,2021,1357,22247,60.996988357980854
2605459,2021,345,3101,111.25443405353111
2605509,2021,263,12170,21.61051766639277
2605608,2021,377,22618,16.668140419135202
2605707,2021,980,33184,29.532304725168757
2605806,2021,224,15546,14.408851151421587
2605905,2021,346,31318,11.047959639823743
2606002,2021,12597,140577,89.60925329179027
2606101,2021,637,30751,20.714773503300705
2606200,2021,4050,80055,50.5902192242833
2606309,2021,161,7537,21.36128433063553
2606408,2021,2367,84699,27.946020614174902
2606507,2021,742,19241,38.56348422639156
2606606,2021,456,29412,15.503875968992247
2606705,2021,86,7768,11.071060762100927
2606804,2021,4215,118370,35.60868463293064
2606903,2021,223,12247,18.20854086715114
2607000,2021,973,23645,41.150348910974834
2607109,2021,389,4543,85.62623816861105
2607208,2021,6423,97669,65.76293399133809
2607307,2021,373,31187,11.96011158495527
2607406,2021,245,4966,49.33548127265405
2607505,2021,387,26308,14.7103542648624
2607604,2021,330,26672,12.37252549490102
2607653,2021,700,36471,19.193331688190618
2607703,2021,407,13553,30.030251604810744
2607752,2021,1100,26900,40.89219330855018
2607802,2021,639,17006,37.57497353875103
2607901,2021,20445,706867,28.92340426133912
2607950,2021,303,11644,26.021985571968397
2608008,2021,468,17228,27.165080102159276
2608057,2021,339,14850,22.828282828282827
2608107,2021,529,33328,15.872539606337014
2608206,2021,262,16011,16.363749921928672
2608255,2021,959,11485,83.50021767522855
2608305,2021,1079,14922,72.30934191127194
2608404,2021,334,15431,21.644741105566716
2608453,2021,62,18252,3.3968880122726275
2608503,2021,575,21460,26.79403541472507
2608602,2021,888,13224,67.15063520871144
2608701,2021,192,16318,11.76614781223189
2608750,2021,745,25849,28.82123099539634
2608800,2021,2547,40589,62.75099164798345
2608909,2021,1055,56198,18.77291006797395
2609006,2021,646,25472,25.361180904522612
2609105,2021,331,16321,20.28062006004534
2609154,2021,392,21776,18.001469507714916
2609204,2021,348,11220,31.016042780748663
2609303,2021,321,15470,20.74983839689722
2609402,2021,1652,63294,26.100420261004203
2609501,2021,869,32573,26.678537438983206
2609600,2021,15397,393115,39.166656067562926
2609709,2021,510,23935,21.30770837685398
2609808,2021,424,15152,27.9831045406547
2609907,2021,698,69969,9.975846446283354
2610004,2021,1867,63500,29.401574803149607
2610103,2021,314,7600,41.31578947368421
2610202,2021,827,26456,31.259449652252798
2610301,2021,641,11566,55.421061732664704
2610400,2021,261,22106,11.806749298832896
2610509,2021,144,28894,4.98373364712397
2610608,2021,582,56933,10.222542286547345
2610707,2021,8086,334376,24.18235758547264
2610806,2021,465,22668,20.51349920592906
2610905,2021,2105,67735,31.07699121576733
2611002,2021,1327,36901,35.96108506544538
2611101,2021,15495,354317,43.73202527680015
2611200,2021,228,11305,20.168067226890756
2611309,2021,650,27148,23.942831884485045
2611408,2021,331,15101,21.919078206741275
2611507,2021,1455,26175,55.587392550143264
2611533,2021,273,6805,40.11756061719324
2611606,2021,267454,1653461,161.75404197619417
2611705,2021,503,20646,24.363072750169525
2611804,2021,805,47616,16.906081989247312
2611903,2021,1443,23628,61.07160995429152
2612000,2021,373,9764,38.20155673904138
2612109,2021,127,11068,11.474521142031081
2612208,2021,1935,61249,31.592352528204543
2612307,2021,1223,15862,77.10250914134409
2612406,2021,568,26890,21.123094087021197
2612455,2021,468,15558,30.080987273428462
2612471,2021,303,12650,23.952569169960473
2612505,2021,2431,109897,22.120713031292937
2612554,2021,296,14562,20.326878176074715
2612604,2021,903,42100,21.44893111638955
2612703,2021,51,14223,3.5857414047669267
2612802,2021,254,11865,21.407501053518754
2612901,2021,193,16069,12.010703839691331
2613008,2021,1110,60042,18.48705905865894
2613107,2021,701,37368,18.759366302718902
2613206,2021,1623,22899,70.87645748722652
2613305,2021,362,21398,16.91746892232919
2613404,2021,430,21586,19.9203187250996
2613503,2021,876,34021,25.74880221039946
2613602,2021,675,34056,19.82029598308668
2613701,2021,2228,114079,19.530325476205086
2613800,2021,538,18085,29.748410284766383
2613909,2021,3931,86915,45.22809641603866
2614006,2021,582,19196,30.31881642008752
2614105,2021,594,36050,16.477115117891817
2614204,2021,784,46361,16.910765514117468
2614303,2021,291,11270,25.820763087843833
2614402,2021,161,6021,26.739744228533468
2614501,2021,1279,65647,19.482992368272733
2614600,2021,443,28704,15.433389074693423
2614709,2021,249,12859,19.36386966327086
2614808,2021,422,26106,16.16486631425726
2614857,2021,2043,23623,86.48351183168946
2615003,2021,428,29127,14.694269921378789
2615102,2021,468,7198,65.01806057238122
2615201,2021,293,10206,28.708602782676856
2615300,2021,1501,52802,28.426953524487708
2615409,2021,977,46164,21.163677324321984
2615508,2021,252,13813,18.24368348657062
2615607,2021,521,30816,16.90680166147456
2615706,2021,391,15243,25.651118546217937
2615805,2021,597,27551,21.668904939929586
2615904,2021,222,8256,26.88953488372093
2616001,2021,259,18661,13.87921333261883
2616100,2021,362,9553,37.89385533340312
2616183,2021,231,7571,30.511161009113724
2616209,2021,434,20954,20.712035888135915
2616308,2021,2037,32772,62.156719150494325
2616407,2021,5261,139583,37.69083627662394
2616506,2021,433,14757,29.342007183031782
2700102,2021,468,20230,23.133959466139398
2700201,2021,349,17526,19.913271710601393
2700300,2021,8530,233047,36.60205881217094
2700409,2021,873,47365,18.431331151694287
2700508,2021,196,16068,12.19815782922579
2700607,2021,539,8378,64.33516352351397
2700706,2021,352,18338,19.1951139709892
2700805,2021,241,4284,56.25583566760037
2700904,2021,112,6710,16.69150521609538
2701001,2021,464,27356,16.9615440853926
2701100,2021,127,10460,12.1414913957935
2701209,2021,480,10889,44.08118284507301
2701308,2021,480,21331,22.50246120669448
2701357,2021,167,6954,24.014955421340236
2701407,2021,969,57537,16.84133687887794
2701506,2021,240,9567,25.08623392913139
2701605,2021,60,17719,3.3861956092330265
2701704,2021,1533,16979,90.28800282702161
2701803,2021,148,9159,16.15896931979474
2701902,2021,543,7311,74.27164546573655
2702009,2021,128,10643,12.026684205581134
2702108,2021,356,21818,16.316802640022
2702207,2021,241,5864,41.09822646657572
2702306,2021,2182,57294,38.084267113484835
2702355,2021,1918,24309,78.90081862684602
2702405,2021,1295,52262,24.778998124832576
2702504,2021,69,11067,6.23475196530225
2702553,2021,314,18255,17.200766913174473
2702603,2021,472,22178,21.28235188024168
2702702,2021,100,4779,20.924879681941828
2702801,2021,173,12807,13.508237682517374
2702900,2021,169,41237,4.098261270218493
2703007,2021,240,15627,15.358034171626032
2703106,2021,516,25613,20.146019599422168
2703205,2021,410,24586,16.67615716261287
2703304,2021,306,18392,16.63766855154415
2703403,2021,52,5219,9.96359455834451
2703502,2021,114,7006,16.27176705680845
2703601,2021,270,8403,32.131381649410926
2703700,2021,235,5761,40.791529248394376
2703759,2021,428,11536,37.10124826629681
2703809,2021,342,24081,14.202068020431046
2703908,2021,137,4137,33.11578438481992
2704005,2021,920,24722,37.21381765229351
2704104,2021,234,17771,13.167520117044623
2704203,2021,487,28771,16.926766535747802
2704302,2021,81071,1025360,79.06588905360069
2704401,2021,470,19864,23.660894079742246
2704500,2021,1052,33032,31.847905061758293
2704609,2021,130,9004,14.438027543314083
2704708,2021,2207,52380,42.13440244368079
2704807,2021,309,13193,23.42151140756462
2704906,2021,118,3494,33.77218088151116
2705002,2021,188,25207,7.4582457253937395
2705101,2021,439,24634,17.82089794592839
2705200,2021,336,18031,18.634573789584604
2705309,2021,150,5322,28.18489289740699
2705408,2021,116,7165,16.189811584089323
2705507,2021,657,28333,23.188508100095294
2705606,2021,397,12764,31.103102475712944
2705705,2021,499,21738,22.955193670070845
2705804,2021,239,9441,25.315114924266496
2705903,2021,90,5128,17.550702028081123
2706000,2021,286,11657,24.53461439478425
2706109,2021,234,11535,20.286085825747723
2706208,2021,101,5037,20.051618026603137
2706307,2021,2465,73337,33.61195576584807
2706406,2021,655,24351,26.898279331444293
2706422,2021,200,10539,18.9771325552709
2706448,2021,138,13332,10.351035103510352
2706505,2021,782,15258,51.25180233320226
2706604,2021,6,7560,0.7936507936507936
2706703,2021,1913,63846,29.96272280174169
2706802,2021,332,17848,18.601523980277904
2706901,2021,929,35212,26.383051232534363
2707008,2021,126,2905,43.373493975903614
2707107,2021,728,25183,28.908390580947465
2707206,2021,372,14418,25.801081980857262
2707305,2021,540,27249,19.817240999669714
2707404,2021,66,7701,8.570315543435918
2707503,2021,201,20112,9.994033412887829
2707602,2021,313,11248,27.827169274537695
2707701,2021,2241,75394,29.723850704300077
2707800,2021,215,6649,32.33568957738006
2707909,2021,233,7320,31.830601092896174
2708006,2021,1134,47819,23.7144231372467
2708105,2021,253,10687,23.673622157761766
2708204,2021,31,6969,4.448270914047926
2708303,2021,496,23996,20.67011168528088
2708402,2021,935,32405,28.853571979632772
2708501,2021,808,34692,23.290672201083822
2708600,2021,1369,61797,22.153178956907293
2708709,2021,362,8013,45.1765880444278
2708808,2021,562,34290,16.389617964421113
2708907,2021,431,13936,30.927095292766936
2708956,2021,204,13921,14.654119675310682
2709004,2021,139,6138,22.645812968393614
2709103,2021,689,20072,34.32642487046632
2709152,2021,1490,44372,33.57973496799784
2709202,2021,641,27826,23.036009487529647
2709301,2021,549,65790,8.344733242134064
2709400,2021,948,25693,36.8972093566341
2800100,2021,121,2380,50.84033613445378
2800209,2021,584,21681,26.936026936026938
2800308,2021,65562,664908,98.60311501741594
2800407,2021,226,9947,22.720418216547703
2800506,2021,374,18686,20.014984480359626
2800605,2021,1588,30930,51.34173941157452
2800670,2021,692,26899,25.72586341499684
2800704,2021,168,8353,20.1125344187717
2801009,2021,478,18218,26.237786804259525
2801108,2021,136,4006,33.94907638542187
2801207,2021,1129,30402,37.135714755608184
2801306,2021,919,34514,26.626876050298428
2801405,2021,453,22239,20.369620936193176
2801504,2021,501,16937,29.58020900986007
2801603,2021,223,5913,37.71351259935735
2801702,2021,423,18029,23.462199789228464
2801900,2021,124,3998,31.01550775387694
2802007,2021,245,5215,46.97986577181208
2802106,2021,1781,69556,25.605267697969982
2802205,2021,106,5601,18.9251919300125
2802304,2021,223,15556,14.33530470557984
2802403,2021,332,11601,28.618222567020084
2802502,2021,120,3384,35.46099290780142
2802601,2021,134,5824,23.00824175824176
2802700,2021,193,8521,22.649923717873488
2802809,2021,485,18149,26.723235439969145
2802908,2021,2857,96142,29.71646106800358
2803005,2021,800,42166,18.9726319783712
2803104,2021,144,4886,29.471960704052396
2803203,2021,1197,34709,34.48673254775419
2803302,2021,825,18907,43.63463267572857
2803401,2021,299,13429,22.265246853823815
2803500,2021,2990,105221,28.41638076049458
2803609,2021,855,30080,28.424202127659573
2803708,2021,188,6961,27.007613848584974
2803807,2021,139,3699,37.57772370911057
2803906,2021,279,12653,22.05010669406465
2804003,2021,318,17271,18.41236755254473
2804102,2021,285,11348,25.11455763130067
2804201,2021,673,15175,44.349258649093905
2804300,2021,244,7639,31.94135358031156
2804409,2021,430,18703,22.990964016467945
2804458,2021,256,8809,29.06118742195482
2804508,2021,351,37324,9.404136748472833
2804607,2021,897,26795,33.47639484978541
2804706,2021,83,6496,12.777093596059114
2804805,2021,4534,185706,24.414935435580972
2804904,2021,295,14540,20.288858321870702
2805000,2021,109,3285,33.181126331811264
2805109,2021,174,9665,18.00310398344542
2805208,2021,140,6627,21.125697902519995
2805307,2021,206,9359,22.01089860027781
2805406,2021,482,35122,13.723592050566596
2805505,2021,471,23867,19.734361251937823
2805604,2021,836,28693,29.136026208482907
2805703,2021,659,29692,22.194530513269566
2805802,2021,489,19809,24.685748902014236
2805901,2021,263,10284,25.57370672889926
2806008,2021,278,18773,14.808501571405742
2806107,2021,707,11008,64.22601744186046
2806206,2021,495,20025,24.719101123595507
2806305,2021,336,14121,23.79434884214999
2806404,2021,145,7844,18.485466598674147
2806503,2021,108,3923,27.5299515676778
2806602,2021,218,12151,17.94091021315118
2806701,2021,5030,91093,55.21829339246704
2806800,2021,120,11207,10.707593468367984
2806909,2021,197,3781,52.10261835493256
2807006,2021,133,3947,33.69647833797821
2807105,2021,1000,40606,24.626902428212578
2807204,2021,277,8970,30.880713489409143
2807303,2021,166,3249,51.09264389042782
2807402,2021,958,52530,18.237197791738055
2807501,2021,342,13535,25.267824159586258
2807600,2021,504,25550,19.726027397260275
2900108,2021,162,8710,18.599311136624568
2900207,2021,329,20347,16.16945987123409
2900306,2021,340,15187,22.387568315006256
2900355,2021,399,17126,23.2979096111176
2900405,2021,298,17033,17.495450008806433
2900504,2021,202,10560,19.12878787878788
2900603,2021,4,4416,0.9057971014492754
2900702,2021,4893,152327,32.12168558430219
2900801,2021,519,22490,23.076923076923077
2900900,2021,99,5366,18.449496831904586
2901007,2021,877,37441,23.42351967094896
2901106,2021,595,25048,23.754391568189078
2901155,2021,52,16090,3.2318210068365443
2901205,2021,343,21607,15.874485120562781
2901304,2021,284,13132,21.62656107219007
2901353,2021,351,14503,24.20188926429015
2901403,2021,306,13938,21.954369349978474
2901502,2021,254,11297,22.483845268655394
2901601,2021,140,19479,7.187227270393757
2901700,2021,131,11677,11.218634923353601
2901809,2021,275,11878,23.152045798956053
2901908,2021,479,17788,26.928266246908027
2901957,2021,124,7302,16.981648863325116
2902005,2021,440,13045,33.72939823687236
2902054,2021,360,12208,29.48885976408912
2902104,2021,1169,54648,21.391450739276827
2902203,2021,239,11461,20.853328679870867
2902252,2021,277,10961,25.271416841529057
2902302,2021,162,8837,18.332013126626684
2902401,2021,250,11299,22.125851845296044
2902500,2021,195,13929,13.999569244023261
2902609,2021,271,20449,13.252481783950316
2902658,2021,324,13240,24.47129909365559
2902708,2021,532,53910,9.868299016879986
2902807,2021,506,20392,24.813652412710866
2902906,2021,547,31209,17.526995417988402
2903003,2021,410,13833,29.63926841610641
2903102,2021,135,5612,24.05559515324305
2903201,2021,7736,156975,49.28173275999363
2903235,2021,107,15054,7.107745449714361
2903276,2021,372,16105,23.098416640794785
2903300,2021,147,5448,26.98237885462555
2903409,2021,486,23437,20.736442377437385
2903508,2021,184,17109,10.754573616225379
2903607,2021,257,15984,16.07857857857858
2903706,2021,231,12329,18.736312758536783
2903805,2021,392,18531,21.15374237763747
2903904,2021,2108,69662,30.260400218196434
2903953,2021,235,9823,23.923444976076556
2904001,2021,163,14446,11.283400249203932
2904050,2021,247,16884,14.62923477848851
2904100,2021,286,21497,13.304181978880774
2904209,2021,239,10129,23.59561654654951
2904308,2021,253,14222,17.789340458444663
2904407,2021,96,10618,9.04125070634771
2904506,2021,131,10130,12.931885488647582
2904605,2021,2136,67335,31.721987079527736
2904704,2021,341,18306,18.62777231508795
2904753,2021,364,21276,17.108479037413048
2904803,2021,130,6488,20.036991368680642
2904852,2021,326,18911,17.23864417534768
2904902,2021,832,33567,24.78624839872494
2905008,2021,642,23291,27.564295221330127
2905107,2021,183,9058,20.20313534996688
2905156,2021,333,14608,22.795728368017524
2905206,2021,1779,51081,34.82703940799906
2905305,2021,180,18513,9.722897423432183
2905404,2021,576,18427,31.2584794052206
2905503,2021,127,13391,9.483981778806662
2905602,2021,578,32006,18.059113916140724
2905701,2021,15859,304302,52.11599003621402
2905800,2021,210,35382,5.935221298965576
2905909,2021,317,28820,10.999306037473977
2906006,2021,1406,71487,19.667911648271712
2906105,2021,153,9703,15.768319076574256
2906204,2021,382,26325,14.510921177587845
2906303,2021,575,30906,18.60480165663625
2906402,2021,122,8181,14.912602371348246
2906501,2021,4929,87458,56.3584806421368
2906600,2021,113,14368,7.864699331848552
2906709,2021,723,25053,28.858819303077475
2906808,2021,567,34882,16.254801903560576
2906824,2021,202,16753,12.057541932788157
2906857,2021,198,11616,17.045454545454547
2906873,2021,961,30862,31.13861706953535
2906899,2021,213,8801,24.20179525053971
2906907,2021,283,22093,12.80948716788123
2907004,2021,303,9346,32.42028675369142
2907103,2021,473,29070,16.27106983144135
2907202,2021,1264,72545,17.423668068095665
2907301,2021,820,26318,31.157382779846493
2907400,2021,69,3599,19.171992220061128
2907509,2021,1465,54970,26.650900491177005
2907558,2021,112,9316,12.022327179046801
2907608,2021,145,17280,8.391203703703704
2907707,2021,309,11200,27.589285714285715
2907806,2021,617,32576,18.94032416502947
2907905,2021,526,17352,30.313508529276163
2908002,2021,762,16549,46.04507825246238
2908101,2021,388,18807,20.630616259903228
2908200,2021,576,22762,25.305333450487655
2908309,2021,284,17165,16.545295659772794
2908408,2021,1316,67013,19.63798069031382
2908507,2021,922,33398,27.606443499610755
2908606,2021,399,26035,15.325523333973496
2908705,2021,366,17178,21.306322039818372
2908804,2021,101,4045,24.969097651421507
2908903,2021,445,22495,19.782173816403645
2909000,2021,210,8642,24.299930571626938
2909109,2021,245,14149,17.31571135769312
2909208,2021,314,15717,19.978367372908316
2909307,2021,1190,32191,36.96685408965239
2909406,2021,108,13769,7.843706877768901
2909505,2021,82,5351,15.324238460100915
2909604,2021,469,21163,22.161319283655438
2909703,2021,308,13947,22.083602208360222
2909802,2021,3801,63591,59.77260933150917
2909901,2021,483,34886,13.845095453763687
2910008,2021,18,10525,1.7102137767220902
2910057,2021,1990,82432,24.141110248447205
2910107,2021,283,12240,23.12091503267974
2910206,2021,123,4065,30.25830258302583
2910305,2021,207,8126,25.47378784149643
2910404,2021,456,16446,27.727106895293687
2910503,2021,752,41901,17.9470657024892
2910602,2021,646,37578,17.190909574751185
2910701,2021,858,60858,14.098392980380558
2910727,2021,3954,114396,34.564145599496484
2910750,2021,511,17845,28.63547212104231
2910776,2021,104,5661,18.371312488959546
2910800,2021,21053,619609,33.977879598262774
2910859,2021,228,16345,13.94921994493729
2910909,2021,98,5629,17.409841890211407
2911006,2021,117,10575,11.063829787234043
2911105,2021,825,25857,31.90625362571064
2911204,2021,485,32596,14.87912627316235
2911253,2021,110,4440,24.774774774774773
2911303,2021,121,11259,10.746957989164224
2911402,2021,209,15234,13.719312065117501
2911501,2021,152,6985,21.760916249105225
2911600,2021,713,20762,34.34158558905693
2911659,2021,5,6646,0.7523322299127294
2911709,2021,3096,84928,36.45440844009043
2911808,2021,412,20700,19.903381642512077
2911857,2021,237,12987,18.24901824901825
2911907,2021,244,24121,10.115666846316488
2912004,2021,133,9031,14.727051267855165
2912103,2021,575,21378,26.896809804471886
2912202,2021,576,19786,29.11149297483069
2912301,2021,304,16230,18.73074553296365
2912400,2021,235,18319,12.828211146896665
2912509,2021,222,14947,14.852478758279254
2912608,2021,55,4046,13.593672763222937
2912707,2021,434,23404,18.54383866005811
2912806,2021,236,8690,27.157652474108172
2912905,2021,387,14882,26.004569278322805
2913002,2021,147,16403,8.961775285008839
2913101,2021,251,17080,14.695550351288055
2913200,2021,622,27003,23.034477650631413
2913309,2021,124,6220,19.935691318327976
2913408,2021,349,15650,22.30031948881789
2913457,2021,247,13091,18.867924528301888
2913507,2021,377,26963,13.98212365092905
2913606,2021,7088,159923,44.3213296398892
2913705,2021,670,40333,16.611707534773014
2913804,2021,302,14354,21.03943151734708
2913903,2021,872,45922,18.98872000348417
2914000,2021,794,59435,13.359131824682427
2914109,2021,122,9911,12.309555039854708
2914208,2021,79,7279,10.85313916746806
2914307,2021,231,8197,28.181041844577283
2914406,2021,472,25478,18.525786953450034
2914505,2021,535,29173,18.338874987145648
2914604,2021,2891,73524,39.32049398835754
2914653,2021,840,30747,27.319738511074252
2914703,2021,1949,64646,30.14881044457507
2914802,2021,8910,213685,41.696890282425066
2914901,2021,671,28684,23.392832240970577
2915007,2021,249,16110,15.456238361266294
2915106,2021,231,12242,18.86946577356641
2915205,2021,551,14452,38.126210905065044
2915304,2021,263,6825,38.53479853479853
2915353,2021,104,14542,7.1516985284004955
2915403,2021,188,6596,28.50212249848393
2915502,2021,436,20398,21.374644572997354
2915601,2021,2147,64455,33.31006128306571
2915700,2021,58,8003,7.2472822691490695
2915809,2021,394,22754,17.315636811110135
2915908,2021,228,6436,35.425730267246735
2916005,2021,387,19316,20.03520397597846
2916104,2021,714,22337,31.96490128486368
2916203,2021,226,8526,26.50715458597232
2916302,2021,347,10215,33.96965247185511
2916401,2021,1933,76795,25.17090956442477
2916500,2021,575,35883,16.02430120112588
2916609,2021,160,10298,15.53699747523791
2916708,2021,107,8347,12.81897687792021
2916807,2021,429,19843,21.619714760872853
2916856,2021,381,14539,26.205378636770067
2916906,2021,219,12528,17.480842911877396
2917003,2021,547,36116,15.145641820799646
2917102,2021,566,20388,27.761428291151656
2917201,2021,373,19030,19.600630583289544
2917300,2021,530,28740,18.441196938065413
2917334,2021,197,11016,17.883079157588963
2917359,2021,329,8277,39.74870122024888
2917409,2021,173,14850,11.64983164983165
2917508,2021,2121,80635,26.30371426799777
2917607,2021,978,54673,17.888171492327107
2917706,2021,1369,33746,40.5677709950809
2917805,2021,258,18981,13.592539908329382
2917904,2021,73,10726,6.805892224501212
2918001,2021,4645,156126,29.75161087839309
2918100,2021,732,40651,18.00693709871836
2918209,2021,316,14557,21.70776945799272
2918308,2021,233,10808,21.558105107327904
2918357,2021,474,25402,18.65994803558775
2918407,2021,8842,218162,40.529514764257755
2918456,2021,90,8988,10.013351134846461
2918506,2021,173,15262,11.335342681168916
2918555,2021,131,5768,22.711511789181692
2918605,2021,89,5976,14.892904953145917
2918704,2021,126,3693,34.11860276198213
2918753,2021,289,15770,18.325935320228282
2918803,2021,544,24032,22.63648468708389
2918902,2021,142,3975,35.723270440251575
2919009,2021,82,3758,21.820117083555083
2919058,2021,191,8577,22.268858575259415
2919108,2021,141,8191,17.214015382737152
2919157,2021,601,27274,22.03563833687761
2919207,2021,17516,201635,86.8698390656384
2919306,2021,54,11499,4.696060527002348
2919405,2021,306,12373,24.73126970015356
2919504,2021,669,46062,14.523902566106552
2919553,2021,5124,90162,56.831037465894724
2919603,2021,178,11332,15.70773032121426
2919702,2021,294,18909,15.548151673806125
2919801,2021,1032,50161,20.573752516895595
2919900,2021,157,7787,20.161808141774753
2919926,2021,699,21432,32.61478163493841
2919959,2021,83,2764,30.028943560057886
